ID,DR_NO,DATE OCC,AREA,AREA NAME,Rpt Dist No,Crm Cd,Crm Cd Desc,Premis Cd,Premis Desc,Weapon Used Cd,Crm Cd 1,LOCATION,Cross Street,LAT,LON
133,141606227,03/04/2014 12:00:00 AM,16,Foothill,1675,510,VEHICLE - STOLEN,101.0,STREET,0,510.0,11200 TUXFORD ST,0,34.2317,-118.3753
134,141422320,08/31/2014 12:00:00 AM,14,Pacific,1445,510,VEHICLE - STOLEN,101.0,STREET,0,510.0,WASHINGTON,WASATCH,33.999,-118.4319
135,141816038,08/23/2014 12:00:00 AM,18,Southeast,1826,624,BATTERY - SIMPLE ASSAULT,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,624.0,1600 E 92ND ST,0,33.9533,-118.246
136,141514131,07/14/2014 12:00:00 AM,15,N Hollywood,1522,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),101.0,STREET,0,331.0,HARTLAND ST,ETHEL AV,34.195,-118.4181
137,141507077,03/02/2014 12:00:00 AM,15,N Hollywood,1555,624,BATTERY - SIMPLE ASSAULT,108.0,PARKING LOT,400.0,624.0,VINELAND,MAGNOLIA,34.1649,-118.3704
138,141014288,08/30/2014 12:00:00 AM,10,West Valley,1025,330,BURGLARY FROM VEHICLE,101.0,STREET,0,330.0,18400 HART ST,0,34.1975,-118.5335
139,141316683,08/19/2014 12:00:00 AM,13,Newton,1351,510,VEHICLE - STOLEN,101.0,STREET,0,510.0,200 W VERNON AV,0,34.0038,-118.2762
140,140205380,01/25/2014 12:00:00 AM,2,Rampart,256,480,BIKE - STOLEN,102.0,SIDEWALK,0,480.0,6TH ST,BONNIE BRAE ST,34.0585,-118.2724
141,141013379,08/08/2014 12:00:00 AM,10,West Valley,1011,901,VIOLATION OF RESTRAINING ORDER,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0,901.0,19600 SHERMAN WY,0,34.2012,-118.5601
142,141115594,08/23/2014 12:00:00 AM,11,Northeast,1132,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),108.0,PARKING LOT,0,745.0,4300 LOS FELIZ BL,0,34.1125,-118.2841
143,141916428,07/31/2014 12:00:00 AM,19,Mission,1962,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),402.0,MARKET,0,442.0,9100 SEPULVEDA BL,0,34.2355,-118.4676
144,141430259,12/01/2014 12:00:00 AM,14,Pacific,1465,330,BURGLARY FROM VEHICLE,118.0,CONSTRUCTION SITE,0,330.0,5100 INGLEWOOD BL,0,33.9895,-118.4114
145,141713928,08/12/2014 12:00:00 AM,17,Devonshire,1756,649,DOCUMENT FORGERY / STOLEN FELONY,501.0,SINGLE FAMILY DWELLING,0,649.0,9900 WHITE OAK AV,0,34.2504,-118.5199
146,141506304,02/13/2014 12:00:00 AM,15,N Hollywood,1546,624,BATTERY - SIMPLE ASSAULT,101.0,STREET,400.0,624.0,MAGNOLIA BL,COLFAX AV,34.1649,-118.3877
147,140617556,08/17/2014 12:00:00 AM,6,Hollywood,657,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",101.0,STREET,304.0,230.0,5500 BARTON AV,0,34.0876,-118.3114
148,141116288,09/08/2014 12:00:00 AM,11,Northeast,1113,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),404.0,DEPARTMENT STORE,0,442.0,2600 COLORADO BL,0,34.1422,-118.223
149,142118529,11/16/2014 12:00:00 AM,21,Topanga,2183,440,THEFT PLAIN - PETTY ($950 & UNDER),501.0,SINGLE FAMILY DWELLING,0,440.0,4700 EXCELENTE DR,0,34.1535,-118.6168
150,141417924,07/08/2014 12:00:00 AM,14,Pacific,1431,901,VIOLATION OF RESTRAINING ORDER,117.0,BEACH,0,901.0,WINDWARD AV,OCEAN FRONT WK,33.9869,-118.4736
151,151205293,10/08/2014 12:00:00 AM,12,77th Street,1258,946,OTHER MISCELLANEOUS CRIME,726.0,POLICE FACILITY,0,946.0,7600 S BROADWAY,0,33.9708,-118.2783
152,140905790,02/02/2014 12:00:00 AM,9,Van Nuys,976,330,BURGLARY FROM VEHICLE,101.0,STREET,0,330.0,4500 GREENBUSH AV,0,34.1517,-118.4258
153,140622444,10/26/2014 12:00:00 AM,6,Hollywood,642,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,930.0,1400 N CURSON AV,0,34.0962,-118.355
154,141212289,05/14/2014 12:00:00 AM,12,77th Street,1213,440,THEFT PLAIN - PETTY ($950 & UNDER),404.0,DEPARTMENT STORE,0,440.0,1800 W SLAUSON AV,0,33.9892,-118.3089
155,140710701,05/01/2014 12:00:00 AM,7,Wilshire,745,354,THEFT OF IDENTITY,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0,354.0,5300 SAN VICENTE BL,0,34.0522,-118.3499
156,141419430,07/01/2014 12:00:00 AM,14,Pacific,1407,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),123.0,PARKING UNDERGROUND/BUILDING,0,331.0,10300 WOODBINE ST,0,34.0283,-118.4084
157,140307983,02/24/2014 12:00:00 AM,3,Southwest,341,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,501.0,SINGLE FAMILY DWELLING,511.0,930.0,5700 BOWCROFT ST,0,34.0203,-118.3692
158,140612949,05/19/2014 12:00:00 AM,6,Hollywood,646,440,THEFT PLAIN - PETTY ($950 & UNDER),501.0,SINGLE FAMILY DWELLING,0,440.0,1400 N LAS PALMAS AV,0,34.0962,-118.3366
159,141910645,04/26/2014 12:00:00 AM,19,Mission,1999,510,VEHICLE - STOLEN,101.0,STREET,0,510.0,7700 VENTURA CANYON AV,0,34.2106,-118.4287
160,140215750,08/11/2014 12:00:00 AM,2,Rampart,233,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",122.0,"VEHICLE, PASSENGER/TRUCK",0,740.0,200 S LA FAYETTE PARK PL,0,34.0692,-118.2792
161,140914717,08/14/2014 12:00:00 AM,9,Van Nuys,909,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),108.0,PARKING LOT,0,331.0,13800 SHERMAN WY,0,34.2012,-118.4335
162,140514456,09/05/2014 12:00:00 AM,5,Harbor,566,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),122.0,"VEHICLE, PASSENGER/TRUCK",0,745.0,900 S BEACON ST,0,33.736,-118.2804
163,141815649,08/17/2014 12:00:00 AM,18,Southeast,1831,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),122.0,"VEHICLE, PASSENGER/TRUCK",0,745.0,600 W 127TH ST,0,33.9184,-118.2859
164,141822298,12/29/2014 12:00:00 AM,18,Southeast,1804,210,ROBBERY,108.0,PARKING LOT,400.0,210.0,8600 S CENTRAL AV,0,33.9602,-118.2564
165,141801482,11/01/2014 12:00:00 AM,18,Southeast,1891,626,INTIMATE PARTNER - SIMPLE ASSAULT,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,626.0,16700 DENVER AV,0,33.8802,-118.2837
166,141607044,03/27/2014 12:00:00 AM,16,Foothill,1651,510,VEHICLE - STOLEN,101.0,STREET,0,510.0,KELOWNA ST,RINCON AV,34.2498,-118.421
167,140910509,05/17/2014 12:00:00 AM,9,Van Nuys,941,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),404.0,DEPARTMENT STORE,0,442.0,5700 SEPULVEDA BL,0,34.174,-118.4662
168,141113984,07/23/2014 12:00:00 AM,11,Northeast,1139,354,THEFT OF IDENTITY,501.0,SINGLE FAMILY DWELLING,0,354.0,5700 BENNER ST,0,34.1069,-118.1923
169,142010560,05/22/2014 12:00:00 AM,20,Olympic,2026,354,THEFT OF IDENTITY,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0,354.0,300 S CATALINA ST,0,34.0691,-118.2954
170,141613094,09/01/2014 12:00:00 AM,16,Foothill,1651,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),404.0,DEPARTMENT STORE,0,442.0,9700 LAUREL CANYON BL,0,34.2459,-118.4185
171,161517351,08/01/2014 12:00:00 AM,15,N Hollywood,1532,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),210.0,RESTAURANT/FAST FOOD,400.0,812.0,12300 HATTERAS ST,0,34.1754,-118.4007
172,140914014,07/31/2014 12:00:00 AM,9,Van Nuys,906,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,230.0,14400 VALERIO ST,0,34.2048,-118.4468
173,141614567,10/11/2014 12:00:00 AM,16,Foothill,1664,510,VEHICLE - STOLEN,108.0,PARKING LOT,0,510.0,11200 PENDLETON ST,0,34.2369,-118.3754
174,140113780,03/27/2014 12:00:00 AM,1,Central,155,946,OTHER MISCELLANEOUS CRIME,726.0,POLICE FACILITY,0,946.0,200 E 6TH ST,0,34.0446,-118.249
175,141706553,02/24/2014 12:00:00 AM,17,Devonshire,1795,626,INTIMATE PARTNER - SIMPLE ASSAULT,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,626.0,18000 ROSCOE BL,0,34.2209,-118.5252
176,140911113,04/29/2014 12:00:00 AM,9,Van Nuys,971,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",119.0,"PORCH, RESIDENTIAL",0,341.0,14900 MOORPARK ST,0,34.1533,-118.4574
177,141508325,03/26/2014 12:00:00 AM,15,N Hollywood,1557,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),108.0,PARKING LOT,0,331.0,MAGNOLIA,VINELAND,34.1649,-118.3704
178,141216185,07/11/2014 12:00:00 AM,12,77th Street,1235,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",501.0,SINGLE FAMILY DWELLING,0,740.0,1500 W 60TH PL,0,33.985,-118.3024
179,140807384,04/03/2014 12:00:00 AM,8,West LA,823,330,BURGLARY FROM VEHICLE,101.0,STREET,0,330.0,CAREY,TOYOPA,34.0442,-118.5235
180,151413810,05/01/2014 12:00:00 AM,14,Pacific,1488,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",101.0,STREET,0,740.0,5700 W 98TH ST,0,33.9474,-118.382
181,141520389,11/10/2014 12:00:00 AM,15,N Hollywood,1521,901,VIOLATION OF RESTRAINING ORDER,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0,901.0,13100 BARBARA ANN ST,0,34.2002,-118.4181
182,141612222,08/11/2014 12:00:00 AM,16,Foothill,1663,510,VEHICLE - STOLEN,108.0,PARKING LOT,0,510.0,9400 LAUREL CANYON BL,0,34.2398,-118.412
183,142117322,10/23/2014 12:00:00 AM,21,Topanga,2149,310,BURGLARY,501.0,SINGLE FAMILY DWELLING,0,310.0,19800 ARCHWOOD ST,0,34.192,-118.5648
184,140810007,06/11/2014 12:00:00 AM,8,West LA,834,956,"LETTERS, LEWD - TELEPHONE CALLS, LEWD",501.0,SINGLE FAMILY DWELLING,0,956.0,10600 OHIO AV,0,34.0579,-118.4321
185,140300966,08/07/2014 12:00:00 AM,3,Southwest,355,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",102.0,SIDEWALK,110.0,230.0,1700 W 35TH ST,0,34.0247,-118.3089
186,141905972,02/04/2014 12:00:00 AM,19,Mission,1994,330,BURGLARY FROM VEHICLE,101.0,STREET,0,330.0,14800 LORNE ST,0,34.2171,-118.4553
187,140307446,02/07/2014 12:00:00 AM,3,Southwest,363,440,THEFT PLAIN - PETTY ($950 & UNDER),502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0,440.0,4000 PALMYRA RD,0,34.0142,-118.3423
188,141314850,07/18/2014 12:00:00 AM,13,Newton,1317,946,OTHER MISCELLANEOUS CRIME,101.0,STREET,0,946.0,17TH,CENTRAL,34.0242,-118.2472
189,140309870,04/06/2014 12:00:00 AM,3,Southwest,331,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),501.0,SINGLE FAMILY DWELLING,0,420.0,2800 S RIMPAU BL,0,34.0294,-118.3496
190,141304497,01/09/2014 12:00:00 AM,13,Newton,1383,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",122.0,"VEHICLE, PASSENGER/TRUCK",0,740.0,200 E 61ST ST,0,33.9843,-118.2718
191,141223265,10/24/2014 12:00:00 AM,12,77th Street,1204,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0,745.0,1200 W 48TH ST,0,33.9996,-118.2959
192,141110604,05/19/2014 12:00:00 AM,11,Northeast,1118,220,ATTEMPTED ROBBERY,101.0,STREET,400.0,220.0,AVENUE 57,MONTE VISTA,34.1118,-118.1944
193,141223353,10/24/2014 12:00:00 AM,12,77th Street,1213,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),108.0,PARKING LOT,0,420.0,1900 W SLAUSON AV,0,33.9892,-118.3113
194,141913658,06/14/2014 12:00:00 AM,19,Mission,1936,330,BURGLARY FROM VEHICLE,101.0,STREET,0,330.0,14600 KALISHER ST,0,34.2803,-118.4511
195,141213156,05/26/2014 12:00:00 AM,12,77th Street,1233,330,BURGLARY FROM VEHICLE,108.0,PARKING LOT,0,330.0,1800 W SLAUSON AV,0,33.9892,-118.3089
196,141811431,05/27/2014 12:00:00 AM,18,Southeast,1826,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),122.0,"VEHICLE, PASSENGER/TRUCK",500.0,331.0,FIRTH,96TH ST,33.949,-118.2477
197,141220803,09/18/2014 12:00:00 AM,12,77th Street,1239,624,BATTERY - SIMPLE ASSAULT,720.0,JUNIOR HIGH SCHOOL,400.0,624.0,5900 S VERMONT AV,0,33.9875,-118.2915
198,150404002,12/31/2014 12:00:00 AM,4,Hollenbeck,429,510,VEHICLE - STOLEN,101.0,STREET,0,510.0,5300 POPLAR BL,0,34.0905,-118.1647
199,140212242,05/08/2014 12:00:00 AM,2,Rampart,245,649,DOCUMENT FORGERY / STOLEN FELONY,203.0,OTHER BUSINESS,0,649.0,2100 W 6TH ST,0,34.0596,-118.2749
200,141814902,08/02/2014 12:00:00 AM,18,Southeast,1802,510,VEHICLE - STOLEN,101.0,STREET,0,510.0,100 W 92ND ST,0,33.9529,-118.2739
201,141504890,01/16/2014 12:00:00 AM,15,N Hollywood,1502,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),101.0,STREET,0,331.0,12700 WILLARD ST,0,34.2184,-118.4112
202,140817826,12/27/2014 12:00:00 AM,8,West LA,884,510,VEHICLE - STOLEN,710.0,OTHER PREMISE,0,510.0,2300 S BENTLEY AV,0,34.0392,-118.4358
203,140709965,06/05/2014 12:00:00 AM,7,Wilshire,721,210,ROBBERY,102.0,SIDEWALK,511.0,210.0,8600 BURTON WY,0,34.0722,-118.3795
204,140325130,01/10/2014 12:00:00 AM,3,Southwest,343,624,BATTERY - SIMPLE ASSAULT,501.0,SINGLE FAMILY DWELLING,400.0,624.0,5300 VILLAGE GREEN,0,34.0198,-118.3597
205,140116645,05/30/2014 12:00:00 AM,1,Central,138,649,DOCUMENT FORGERY / STOLEN FELONY,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0,649.0,400 E 3RD ST,0,34.0473,-118.2425
206,140324523,11/28/2014 12:00:00 AM,3,Southwest,313,626,INTIMATE PARTNER - SIMPLE ASSAULT,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",200.0,626.0,4000 W 28TH ST,0,34.0315,-118.3292
207,142109034,04/23/2014 12:00:00 AM,21,Topanga,2144,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),707.0,GARAGE/CARPORT,0,420.0,22700 VANOWEN ST,0,34.1937,-118.6212
208,150909462,04/01/2014 12:00:00 AM,9,Van Nuys,935,354,THEFT OF IDENTITY,726.0,POLICE FACILITY,0,354.0,6200 SYLMAR ST,0,34.1827,-118.4465
209,141922196,11/12/2014 12:00:00 AM,19,Mission,1999,440,THEFT PLAIN - PETTY ($950 & UNDER),701.0,HOSPITAL,0,440.0,8100 WOODMAN AV,0,34.2184,-118.4312
210,142117253,10/21/2014 12:00:00 AM,21,Topanga,2157,310,BURGLARY,501.0,SINGLE FAMILY DWELLING,0,310.0,6700 LURLINE AV,0,34.1917,-118.5838
211,141016624,10/24/2014 12:00:00 AM,10,West Valley,1027,310,BURGLARY,501.0,SINGLE FAMILY DWELLING,0,310.0,7000 ANDASOL AV,0,34.1975,-118.512
212,140113921,06/06/2014 12:00:00 AM,1,Central,157,210,ROBBERY,102.0,SIDEWALK,400.0,210.0,500 S SAN PEDRO ST,0,34.0442,-118.2439
213,140604723,01/10/2014 12:00:00 AM,6,Hollywood,666,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),101.0,STREET,0,745.0,1100 VINE ST,0,34.0908,-118.3266
214,141010909,05/20/2014 12:00:00 AM,10,West Valley,1025,354,THEFT OF IDENTITY,501.0,SINGLE FAMILY DWELLING,0,354.0,7000 LINDLEY AV,0,34.1975,-118.5273
215,141425297,10/03/2014 12:00:00 AM,14,Pacific,1413,440,THEFT PLAIN - PETTY ($950 & UNDER),101.0,STREET,0,440.0,400 SANTA CLARA AV,0,33.9912,-118.4682
216,141801479,11/01/2014 12:00:00 AM,18,Southeast,1826,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,501.0,SINGLE FAMILY DWELLING,302.0,627.0,9300 MAIE AV,0,33.9524,-118.2446
217,141611683,07/27/2014 12:00:00 AM,16,Foothill,1665,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),108.0,PARKING LOT,0,420.0,11200 PEORIA ST,0,34.2426,-118.3747
218,141521216,11/26/2014 12:00:00 AM,15,N Hollywood,1532,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),101.0,STREET,0,420.0,5600 LAUREL CANYON BL,0,34.1722,-118.3965
219,141908236,03/16/2014 12:00:00 AM,19,Mission,1916,210,ROBBERY,102.0,SIDEWALK,400.0,210.0,AZTEC,FELLOWS,34.3015,-118.4387
220,141520129,11/06/2014 12:00:00 AM,15,N Hollywood,1505,440,THEFT PLAIN - PETTY ($950 & UNDER),101.0,STREET,0,440.0,7500 LANKERSHIM BL,0,34.2067,-118.3878
221,140126407,11/29/2014 12:00:00 AM,1,Central,185,352,PICKPOCKET,735.0,NIGHT CLUB (OPEN EVENINGS ONLY),400.0,352.0,1000 S HILL ST,0,34.0416,-118.2584
222,140912781,07/01/2014 12:00:00 AM,9,Van Nuys,952,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),123.0,PARKING UNDERGROUND/BUILDING,0,420.0,5500 KESTER AV,0,34.1703,-118.4574
223,140320140,09/21/2014 12:00:00 AM,3,Southwest,363,210,ROBBERY,404.0,DEPARTMENT STORE,400.0,210.0,4100 CRENSHAW BL,0,34.0102,-118.3351
224,141904157,01/03/2014 12:00:00 AM,19,Mission,1966,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",101.0,STREET,400.0,230.0,NORDHOFF,WILLIS,34.2355,-118.4553
225,140114585,06/13/2014 12:00:00 AM,1,Central,166,624,BATTERY - SIMPLE ASSAULT,109.0,PARK/PLAYGROUND,400.0,624.0,600 S SAN PEDRO ST,0,34.0423,-118.2452
226,141206555,02/10/2014 12:00:00 AM,12,77th Street,1263,330,BURGLARY FROM VEHICLE,104.0,DRIVEWAY,0,330.0,2100 W 79TH ST,0,33.9673,-118.3156
227,141112189,06/16/2014 12:00:00 AM,11,Northeast,1133,310,BURGLARY,221.0,PUBLIC STORAGE,0,310.0,2900 CASITAS AV,0,34.1105,-118.2463
228,140906025,02/08/2014 12:00:00 AM,9,Van Nuys,985,440,THEFT PLAIN - PETTY ($950 & UNDER),501.0,SINGLE FAMILY DWELLING,0,440.0,4200 HAZELTINE AV,0,34.1468,-118.4395
229,141305498,01/27/2014 12:00:00 AM,13,Newton,1364,510,VEHICLE - STOLEN,101.0,STREET,0,510.0,1100 E 48TH ST,0,33.9998,-118.2565
230,141612713,07/09/2014 12:00:00 AM,16,Foothill,1687,662,"BUNCO, GRAND THEFT",502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0,662.0,8300 SAN FERNANDO RD,0,34.2209,-118.3717
231,140716607,11/22/2014 12:00:00 AM,7,Wilshire,767,624,BATTERY - SIMPLE ASSAULT,101.0,STREET,400.0,624.0,1400 12TH AV,0,34.0464,-118.3251
232,141319614,10/08/2014 12:00:00 AM,13,Newton,1367,510,VEHICLE - STOLEN,101.0,STREET,0,510.0,50TH ST,COMPTON AV,33.9975,-118.2478
233,140512338,07/21/2014 12:00:00 AM,5,Harbor,515,440,THEFT PLAIN - PETTY ($950 & UNDER),121.0,YARD (RESIDENTIAL/BUSINESS),0,440.0,1400 NEPTUNE AV,0,33.7908,-118.2697
234,142007481,03/18/2014 12:00:00 AM,20,Olympic,2002,510,VEHICLE - STOLEN,101.0,STREET,0,510.0,4800 ELMWOOD AV,0,34.0783,-118.3113
235,140510133,05/18/2014 12:00:00 AM,5,Harbor,587,354,THEFT OF IDENTITY,501.0,SINGLE FAMILY DWELLING,0,354.0,2900 KERCKHOFF AV,0,33.7179,-118.2898
236,140813063,08/30/2014 12:00:00 AM,8,West LA,819,310,BURGLARY,501.0,SINGLE FAMILY DWELLING,0,310.0,600 LORING AV,0,34.0703,-118.4341
237,141300823,12/13/2014 12:00:00 AM,13,Newton,1324,626,INTIMATE PARTNER - SIMPLE ASSAULT,501.0,SINGLE FAMILY DWELLING,400.0,626.0,1300 E 23RD ST,0,34.0208,-118.2539
238,141214999,06/23/2014 12:00:00 AM,12,77th Street,1258,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,738.0,LIBRARY,511.0,930.0,100 W FLORENCE AV,0,33.9747,-118.2739
239,141719515,12/23/2014 12:00:00 AM,17,Devonshire,1797,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),101.0,STREET,0,331.0,16300 LONDELIUS ST,0,34.2293,-118.4873
240,142111634,06/19/2014 12:00:00 AM,21,Topanga,2136,626,INTIMATE PARTNER - SIMPLE ASSAULT,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,626.0,7500 VASSAR AV,0,34.2065,-118.6044
241,141204213,01/02/2014 12:00:00 AM,12,77th Street,1241,330,BURGLARY FROM VEHICLE,101.0,STREET,0,330.0,6300 8TH AV,0,33.983,-118.3265
242,141816950,09/07/2014 12:00:00 AM,18,Southeast,1805,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,501.0,SINGLE FAMILY DWELLING,511.0,930.0,300 E 91ST ST,0,33.9538,-118.2695
243,141800900,05/08/2014 12:00:00 AM,18,Southeast,1832,624,BATTERY - SIMPLE ASSAULT,104.0,DRIVEWAY,400.0,624.0,400 W 107TH ST,0,33.9392,-118.2805
244,141712915,07/25/2014 12:00:00 AM,17,Devonshire,1794,624,BATTERY - SIMPLE ASSAULT,101.0,STREET,400.0,624.0,18100 PARTHENIA ST,0,34.2287,-118.5273
245,141011205,06/19/2014 12:00:00 AM,10,West Valley,1033,440,THEFT PLAIN - PETTY ($950 & UNDER),101.0,STREET,0,440.0,18500 CALVERT ST,0,34.1819,-118.536
246,140508794,04/27/2014 12:00:00 AM,5,Harbor,555,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,501.0,SINGLE FAMILY DWELLING,511.0,930.0,900 W ELBERON AV,0,33.7484,-118.2967
247,140711370,07/12/2014 12:00:00 AM,7,Wilshire,711,310,BURGLARY,501.0,SINGLE FAMILY DWELLING,400.0,310.0,400 N KILKEA DR,0,34.0782,-118.3669
248,151004752,09/21/2014 12:00:00 AM,10,West Valley,1015,946,OTHER MISCELLANEOUS CRIME,501.0,SINGLE FAMILY DWELLING,0,946.0,18400 VALERIO ST,0,34.2048,-118.5337
249,141605459,02/11/2014 12:00:00 AM,16,Foothill,1653,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),402.0,MARKET,0,442.0,10100 SAN FERNANDO RD,0,34.2537,-118.409
250,141011406,06/26/2014 12:00:00 AM,10,West Valley,1075,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",122.0,"VEHICLE, PASSENGER/TRUCK",0,740.0,5100 GARDEN GROVE AV,0,34.1641,-118.5292
251,140219613,10/22/2014 12:00:00 AM,2,Rampart,204,510,VEHICLE - STOLEN,101.0,STREET,0,510.0,800 HYPERION AV,0,34.0858,-118.2837
252,141910239,04/20/2014 12:00:00 AM,19,Mission,1984,330,BURGLARY FROM VEHICLE,101.0,STREET,0,330.0,14900 ROSCOE BL,0,34.2215,-118.4575
253,141417570,07/06/2014 12:00:00 AM,14,Pacific,1409,626,INTIMATE PARTNER - SIMPLE ASSAULT,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,626.0,9400 REGENT ST,0,34.0277,-118.3968
254,141225789,12/01/2014 12:00:00 AM,12,77th Street,1245,510,VEHICLE - STOLEN,101.0,STREET,0,510.0,1500 W 65TH ST,0,33.9806,-118.3024
255,141423364,09/13/2014 12:00:00 AM,14,Pacific,1436,310,BURGLARY,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0,310.0,3400 SAWTELLE BL,0,34.0115,-118.4198
256,141207174,02/17/2014 12:00:00 AM,12,77th Street,1232,946,OTHER MISCELLANEOUS CRIME,301.0,GAS STATION,511.0,946.0,5800 CRENSHAW BL,0,33.989,-118.3308
257,140618642,09/07/2014 12:00:00 AM,6,Hollywood,666,440,THEFT PLAIN - PETTY ($950 & UNDER),101.0,STREET,0,440.0,COLE,LEXINGTON,34.0926,-118.3299
258,141515273,08/07/2014 12:00:00 AM,15,N Hollywood,1525,510,VEHICLE - STOLEN,101.0,STREET,0,510.0,OXNARD,COLFAX,34.1794,-118.3877
259,140411907,07/20/2014 12:00:00 AM,4,Hollenbeck,452,330,BURGLARY FROM VEHICLE,101.0,STREET,0,330.0,1700 E 1ST ST,0,34.0473,-118.221
260,151906169,11/09/2014 12:00:00 AM,19,Mission,1945,330,BURGLARY FROM VEHICLE,101.0,STREET,0,330.0,10500 LEV AV,0,34.2619,-118.4455
261,141816518,09/01/2014 12:00:00 AM,18,Southeast,1822,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),101.0,STREET,0,420.0,104TH ST,BROADWAY,33.9419,-118.2781
262,141019115,12/29/2014 12:00:00 AM,10,West Valley,1008,330,BURGLARY FROM VEHICLE,108.0,PARKING LOT,0,330.0,16500 SHERMAN WY,0,34.2012,-118.4924
263,141309574,04/11/2014 12:00:00 AM,13,Newton,1353,946,OTHER MISCELLANEOUS CRIME,203.0,OTHER BUSINESS,0,946.0,4300 AVALON BL,0,34.0057,-118.2652
264,141107024,03/08/2014 12:00:00 AM,11,Northeast,1101,626,INTIMATE PARTNER - SIMPLE ASSAULT,109.0,PARK/PLAYGROUND,400.0,626.0,2800 E OBSERVATORY RD,0,34.1192,-118.3004
265,140206670,02/21/2014 12:00:00 AM,2,Rampart,235,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),122.0,"VEHICLE, PASSENGER/TRUCK",0,745.0,2100 W TEMPLE ST,0,34.0703,-118.268
