ID,APN,R_Date,P_Type,P_Zip
6097,5002016017,3/12/14,Single Family,90037
6098,5115028034,10/27/14,Single Family,90011
6099,2104030007,11/25/14,Single Family,91335
6100,5048001031,3/5/14,Multi-Family,90016
6101,4244024019,8/19/14,Single Family,90066
6102,5119025004,11/25/14,Single Family,90011
6103,6030029001,1/30/14,Multi-Family,90003
6104,2645016009,10/27/14,Single Family,91331
6105,5570008027,11/25/14,Single Family,90046
6106,2512022042,11/17/14,Single Family,91342
6107,4356007012,9/19/14,Single Family,90210
6108,2112030063,4/24/14,Single Family,91303
6109,2662006004,10/27/14,Single Family,91344
6110,6006015010,2/3/14,Single Family,90003
6111,2146008219,5/16/14,Single Family,91367
6112,5303004015,1/8/14,Single Family,90031
6113,2552048008,1/2/14,Single Family,91042
6114,2650035031,11/6/14,Single Family,91343
6115,4007018016,1/31/14,Single Family,90043
6116,6016034021,1/2/14,Single Family,90047
6117,6120023015,10/9/14,Single Family,90248
6118,2260002019,11/3/14,Single Family,91436
6119,2034013017,8/1/14,Single Family,91307
6120,2227018025,1/27/14,Single Family,91406
6121,5575015011,12/30/14,Single Family,90068
6122,4009014018,8/11/14,Single Family,90043
6123,6033004044,11/19/14,Single Family,90044
6124,2168020055,9/8/14,Single Family,91364
6125,7442017003,9/22/14,Single Family,90731
6126,2125032016,5/29/14,Single Family,91335
6127,4401001011,12/10/14,Single Family,90049
6128,7451003003,6/3/14,Multi-Family,90731
6129,4113006030,2/21/14,Single Family,90045
6130,6015024006,6/20/14,Single Family,90047
6131,5544033007,1/30/14,Single Family,90027
6132,2222025106,10/28/14,Single Family,91406
6133,5540004006,3/13/14,Multi-Family,90029
6134,2423024062,10/21/14,Single Family,91602
6135,5113027004,12/23/14,Multi-Family,90011
6136,6015022027,5/16/14,Multi-Family,90047
6137,7442005016,3/21/14,Single Family,90731
6138,2870005018,6/27/14,Single Family,91326
6139,4009016022,2/5/14,Single Family,90047
6140,5304010013,1/30/14,Single Family,90031
6141,2274028002,11/25/14,Single Family,91423
6142,5046018001,2/3/14,Single Family,90016
6143,6083005015,1/30/14,Single Family,90061
6144,7467012010,12/26/14,Single Family,90731
6145,6019013026,9/18/14,Single Family,90044
6146,5485025026,6/20/14,Single Family,90042
6147,6035010014,6/4/14,Single Family,90047
6148,5114008001,2/6/14,Single Family,90011
6149,2631013045,9/8/14,Single Family,91352
6150,2260017041,7/9/14,Single Family,91436
6151,5213006012,1/13/14,Single Family,90032
6152,5174015038,7/29/14,Multi-Family,90033
6153,5020024025,11/7/14,Single Family,90037
6154,2027043022,9/8/14,Single Family,91304
6155,7460028011,4/2/14,Single Family,90731
6156,2259003017,9/15/14,Single Family,91436
6157,2872014015,6/9/14,Single Family,91326
6158,2125027022,10/25/14,Single Family,91335
6159,2662007023,12/4/14,Single Family,91344
6160,5419025029,7/2/14,Single Family,90026
6161,6052029003,2/9/14,Multi-Family,90003
6162,6048020035,1/29/14,Single Family,90002
6163,5040030002,5/6/14,Multi-Family,90007
6164,5556012038,1/8/14,Single Family,90046
6165,6014018013,11/6/14,Single Family,90044
6166,5032022035,6/13/14,Single Family,90008
6167,5517015012,1/29/14,Single Family,90004
6168,2146032064,1/6/14,Single Family,91367
6169,7449022012,10/20/14,Single Family,90731
6170,2038013019,12/1/14,Single Family,91307
6171,4264026034,7/17/14,Single Family,90049
6172,2618004002,11/25/14,Non-Residential,91331
6173,6003014025,2/9/14,Multi-Family,90044
6174,5018032024,12/4/14,Multi-Family,90037
6175,4008013027,1/29/14,Single Family,90043
6176,2523015030,12/26/14,Single Family,91331
6177,5056007031,8/25/14,Single Family,90006
6178,5073005002,3/6/14,Non-Residential,90019
6179,4004019028,9/8/14,Single Family,90043
6180,4004033018,4/30/14,Single Family,90043
6181,5486006013,12/8/14,Single Family,90042
6182,2729006014,5/29/14,Single Family,91324
6183,5064020009,1/3/14,Multi-Family,90019
6184,7425016011,1/2/14,Multi-Family,90744
6185,5445020026,3/17/14,Single Family,90031
6186,6034026024,2/4/14,Single Family,90047
6187,4211021157,4/18/14,Single Family,90094
6188,2502026016,12/17/14,Single Family,91342
6189,5137013014,12/9/14,Multi-Family,90015
6190,5072031026,5/2/14,Single Family,90019
6191,2415012023,9/8/14,Single Family,91601
6192,6023019013,2/5/14,Single Family,90001
6193,4005022018,8/14/14,Single Family,90043
6194,5116011016,12/17/14,Single Family,90011
6195,2116017008,11/6/14,Single Family,91335
6196,2505014006,4/8/14,Single Family,91342
6197,6069021023,3/7/14,Single Family,90059
6198,5484036005,11/17/14,Multi-Family,90042
6199,4109010013,1/15/14,Single Family,90045
6200,5092007062,1/2/14,Single Family,90005
6201,5044009016,2/9/14,Multi-Family,90018
6202,5036003022,1/30/14,Single Family,90062
6203,2727003022,11/25/14,Single Family,91311
6204,5581025008,3/11/14,Single Family,90068
6205,2748032049,1/13/14,Single Family,91311
6206,2171012067,10/27/14,Single Family,91364
6207,6051024017,3/12/14,Single Family,90002
6208,5149006028,1/29/14,Multi-Family,90012
6209,2239005037,12/24/14,Single Family,91401
6210,5443006023,1/27/14,Multi-Family,90039
6211,5105015006,3/28/14,Multi-Family,90011
6212,2181011021,8/11/14,Single Family,91356
6213,4003007010,11/25/14,Single Family,90043
6214,2653015092,9/30/14,Single Family,91402
6215,2314014039,6/9/14,Single Family,91352
6216,6041006020,5/12/14,Single Family,90003
6217,6002032008,9/18/14,Single Family,90047
6218,5085012004,2/5/14,Single Family,90019
6219,5569023022,3/26/14,Single Family,90046
6220,2762022038,6/23/14,Single Family,91324
6221,5101038017,12/30/14,Single Family,90037
6222,2107013021,5/29/14,Single Family,91306
6223,2769028016,10/3/14,Multi-Family,91325
6224,5570003019,1/31/14,Single Family,90046
6225,5579030002,5/12/14,Single Family,90068
6226,2533028029,2/27/14,Single Family,91331
6227,2228002023,12/12/14,Single Family,91406
6228,2265008021,1/6/14,Single Family,91403
6229,5223007016,2/27/14,Single Family,90032
6230,6052008018,11/25/14,Single Family,90003
6231,2611043004,7/3/14,Single Family,91342
6232,2654026081,12/9/14,Single Family,91343
6233,5148001017,1/2/14,Non-Residential,90013
6234,5049012025,2/3/14,Single Family,90016
6235,5020021015,2/17/14,Multi-Family,90037
6236,2233003034,3/19/14,Single Family,91406
6237,6016005004,1/31/14,Single Family,90047
6238,5021024017,7/23/14,Single Family,90062
6239,2334005012,5/6/14,Multi-Family,91606
6240,2178005086,4/7/14,Single Family,91356
6241,5070012028,6/12/14,Single Family,90019
6242,2031007052,10/27/14,Single Family,91307
6243,2206030019,11/7/14,Single Family,91406
6244,2242015001,11/6/14,Single Family,91411
6245,2121021203,1/3/14,Single Family,91367
6246,2733012062,9/5/14,Single Family,91344
6247,2671033071,10/27/14,Single Family,91343
6248,5485010022,5/29/14,Single Family,90042
6249,5080005006,1/30/14,Single Family,90019
6250,5052025017,8/3/14,Single Family,90018
6251,2118024009,12/4/14,Single Family,91335
6252,5080010041,8/25/14,Multi-Family,90006
6253,2566007022,5/8/14,Single Family,91042
6254,6067004044,11/26/14,Single Family,90059
6255,5029026005,1/2/14,Single Family,90008
6256,5138014072,1/30/14,Single Family,90015
6257,5122043027,5/28/14,Single Family,90037
6258,4215025004,3/26/14,Single Family,90230
6259,2005008006,12/12/14,Single Family,93063
6260,5304012017,3/26/14,Single Family,90031
6261,4301025016,1/30/14,Multi-Family,90034
6262,2625020009,11/25/14,Single Family,91331
6263,5042006024,6/20/14,Multi-Family,90018
6264,6117007004,11/5/14,Single Family,90044
6265,5457017041,9/19/14,Single Family,90065
6266,4335013070,1/17/14,Single Family,90048
6267,2623028017,11/25/14,Single Family,91331
6268,2870007015,10/2/14,Single Family,91326
6269,4332005009,2/4/14,Single Family,90035
6270,5689030034,1/30/14,Single Family,90041
6271,2169016035,10/1/14,Single Family,91364
6272,2206037115,11/25/14,Single Family,91406
6273,2213015019,1/2/14,Single Family,91402
6274,5060005004,1/31/14,Multi-Family,90018
6275,5525012007,2/28/14,Single Family,90046
6276,5590022001,1/15/14,Multi-Family,90027
6277,2689025029,11/25/14,Single Family,91343
6278,2787032004,9/8/14,Single Family,91325
6279,4265007070,5/12/14,Single Family,90049
6280,2623011021,12/23/14,Single Family,91331
6281,6050027005,3/12/14,Single Family,90002
6282,6031001023,11/6/14,Single Family,90003
6283,5517012033,1/14/14,Single Family,90004
6284,2649015028,8/13/14,Single Family,91345
6285,5439008026,1/10/14,Single Family,90039
6286,2116015069,1/31/14,Single Family,91335
6287,5544013044,11/11/14,Single Family,90027
6288,5503023061,1/22/14,Single Family,90020
6289,5052028019,1/6/14,Multi-Family,90018
6290,2171009056,8/20/14,Single Family,91364
6291,5003019033,2/19/14,Single Family,90062
6292,2129018010,6/9/14,Single Family,91335
6293,4332017033,9/4/14,Single Family,90035
6294,2157005057,10/9/14,Single Family,91356
6295,2076008024,8/1/14,Single Family,91364
6296,5048028001,2/3/14,Single Family,90016
6297,2040019004,7/29/14,Single Family,91367
6298,7415033012,7/9/14,Single Family,90744
6299,5007018027,11/25/14,Single Family,90043
6300,2013019022,12/8/14,Single Family,91304
6301,5006014025,10/31/14,Single Family,90043
6302,4214013011,5/12/14,Single Family,90066
6303,5003001009,11/24/14,Multi-Family,90062
6304,6015024001,4/14/14,Single Family,90047
6305,2634005021,1/8/14,Single Family,91352
6306,6084001027,1/13/14,Single Family,90059
6307,4116034087,3/10/14,Single Family,90293
6308,6041010006,2/17/14,Single Family,90003
6309,5454029011,2/20/14,Multi-Family,90065
6310,5063009070,1/29/14,Single Family,90016
6311,2662001011,7/17/14,Single Family,91344
6312,2305013011,9/4/14,Single Family,91605
6313,5480021006,10/22/14,Multi-Family,90041
6314,5064021015,3/26/14,Single Family,90019
6315,6084013027,12/23/14,Single Family,90059
6316,5027004020,10/31/14,Single Family,90008
6317,5215035038,11/18/14,Multi-Family,90032
6318,2556008115,12/4/14,Single Family,91040
6319,7426017008,9/16/14,Single Family,90744
6320,2107010068,3/13/14,Single Family,91306
6321,5440012042,9/5/14,Single Family,90039
6322,5051037025,2/12/14,Single Family,90018
6323,5072002023,1/8/14,Multi-Family,90019
6324,6029005024,5/23/14,Multi-Family,90001
6325,5478009078,11/25/14,Single Family,90042
6326,5110021007,12/12/14,Single Family,90037
6327,6032032003,10/30/14,Single Family,90003
6328,5567010004,1/17/14,Single Family,90046
6329,2532025019,12/30/14,Single Family,91331
6330,2666030007,8/12/14,Single Family,91344
6331,5081001037,1/17/14,Single Family,90019
6332,2153031025,6/9/14,Single Family,91356
6333,2304012003,9/8/14,Single Family,91605
6334,2401045072,12/7/14,Single Family,91505
6335,5015033002,2/3/14,Single Family,90043
6336,5517018026,9/18/14,Multi-Family,90004
6337,4302024009,11/7/14,Single Family,90034
6338,4105019016,1/19/14,Single Family,90045
6339,2645006010,2/27/14,Single Family,91331
6340,6032008007,11/26/14,Single Family,90044
6341,5006012019,5/9/14,Single Family,90043
6342,6061001020,9/5/14,Single Family,90044
6343,2571009045,11/10/14,Single Family,91042
6344,5070006023,1/13/14,Single Family,90019
6345,2509003115,10/14/14,Single Family,91342
6346,6068012051,11/26/14,Single Family,90059
6347,5429009045,8/4/14,Single Family,90029
6348,7413023107,11/26/14,Single Family,90744
6349,2527021012,5/15/14,Single Family,91331
6350,2330018021,11/26/14,Single Family,91401
6351,5018020011,2/3/14,Single Family,90037
6352,2075034003,10/21/14,Single Family,91364
6353,5119027007,9/2/14,Multi-Family,90011
6354,5307022001,1/17/14,Multi-Family,90032
6355,5549008010,3/31/14,Single Family,90068
6356,5055002022,12/17/14,Single Family,90007
6357,2550019003,1/21/14,Single Family,91342
6358,6016017021,1/13/14,Single Family,90047
6359,2404011017,1/3/14,Single Family,91352
6360,7451014037,12/19/14,Single Family,90731
6361,6088018017,8/20/14,Single Family,90044
6362,5137013013,12/9/14,Multi-Family,90015
6363,6005012023,2/4/14,Single Family,90003
6364,5591010001,12/19/14,Single Family,90027
6365,5037022016,2/11/14,Single Family,90037
6366,6013024015,3/13/14,Single Family,90044
6367,6013015008,1/17/14,Single Family,90044
6368,2221020131,10/9/14,Single Family,91405
6369,7451017015,5/7/14,Multi-Family,90731
6370,5044009007,12/10/14,Single Family,90018
6371,2660010065,10/28/14,Single Family,91345
6372,2664026043,1/21/14,Single Family,91345
6373,5312013001,1/14/14,Single Family,90042
6374,6029004020,1/16/14,Single Family,90001
6375,2606026030,4/29/14,Single Family,91344
6376,5537004022,1/23/14,Single Family,90029
6377,5002001015,1/2/14,Single Family,90037
6378,2245026036,10/22/14,Single Family,91401
6379,5108007006,11/25/14,Multi-Family,90011
6380,2782039034,1/6/14,Single Family,91306
6381,2215004010,5/12/14,Single Family,91405
6382,2114018076,7/9/14,Single Family,91306
6383,6015011028,2/3/14,Single Family,90047
6384,6071007007,11/7/14,Single Family,90059
6385,6014034020,11/25/14,Single Family,90044
6386,5218019017,11/25/14,Single Family,90032
6387,2177039001,9/19/14,Single Family,91356
6388,5089026018,9/30/14,Single Family,90036
6389,5029012030,3/25/14,Single Family,90016
6390,4235016023,2/3/14,Single Family,90066
6391,5005026008,2/9/14,Multi-Family,90062
6392,5466028039,6/11/14,Single Family,90065
6393,2669024004,2/4/14,Single Family,91343
6394,2650004021,10/9/14,Single Family,91343
6395,2116005068,5/16/14,Single Family,91335
6396,2317003016,8/5/14,Single Family,91605
6397,5443027026,3/27/14,Single Family,90039
6398,2139007035,5/22/14,Single Family,91303
6399,5048014057,10/20/14,Single Family,90016
6400,4106021002,4/8/14,Single Family,90045
6401,4211028138,12/9/14,Single Family,90094
6402,5590013004,4/11/14,Single Family,90027
6403,5211016044,5/15/14,Single Family,90031
6404,2027013002,6/9/14,Single Family,91307
6405,5183012003,3/13/14,Multi-Family,90033
6406,5507003004,2/5/14,Single Family,90020
6407,5035003006,3/12/14,Single Family,90008
6408,2660001028,12/18/14,Single Family,91345
6409,5305006017,9/24/14,Multi-Family,90032
6410,2239009010,6/10/14,Single Family,91401
6411,2656019036,6/9/14,Single Family,91343
6412,5083008006,1/30/14,Multi-Family,90019
6413,5438004009,12/18/14,Single Family,90039
6414,5071004017,3/26/14,Single Family,90019
6415,2039016013,7/9/14,Single Family,91367
6416,2701030038,4/29/14,Single Family,91326
6417,2534016009,5/8/14,Single Family,91331
6418,2542015006,4/9/14,Single Family,91040
6419,5089010028,4/18/14,Single Family,90036
6420,5422017022,1/17/14,Multi-Family,90039
6421,4005026007,6/4/14,Multi-Family,90043
6422,5023026013,11/25/14,Multi-Family,90008
6423,5103018022,3/27/14,Multi-Family,90011
6424,2536028002,6/9/14,Single Family,91331
6425,2344026006,7/15/14,Single Family,91401
6426,5047016001,11/25/14,Single Family,90016
6427,5003006032,11/25/14,Single Family,90062
6428,4246018008,1/10/14,Single Family,90066
6429,2619027009,11/20/14,Single Family,91331
6430,6117010008,1/19/14,Single Family,90044
6431,2701043030,8/22/14,Single Family,91326
6432,5434002016,10/1/14,Single Family,90027
6433,2012021057,7/29/14,Single Family,93063
6434,2616007013,1/20/14,Single Family,91340
6435,2106012108,12/15/14,Single Family,91335
6436,6034010006,12/18/14,Multi-Family,90047
6437,6072026009,9/18/14,Single Family,90059
6438,2644025111,8/13/14,Single Family,91402
6439,2214026087,5/9/14,Single Family,91403
6440,2260012011,11/25/14,Single Family,91436
6441,2667010004,8/20/14,Single Family,91344
6442,2501003036,4/8/14,Single Family,91342
6443,6013016016,11/25/14,Multi-Family,90044
6444,5092019007,1/24/14,Single Family,90019
6445,5305042012,1/6/14,Single Family,90032
6446,6083005007,1/30/14,Single Family,90061
6447,5177017002,3/26/14,Single Family,90033
6448,2532017046,2/4/14,Single Family,91331
6449,4355008041,5/9/14,Single Family,90210
6450,2283012030,6/9/14,Single Family,91436
6451,6022015026,3/21/14,Single Family,90003
6452,4315009009,10/6/14,Single Family,90064
6453,5563027005,11/26/14,Single Family,90046
6454,2637022003,1/15/14,Single Family,91402
6455,5108019003,3/12/14,Multi-Family,90011
6456,4378037084,3/27/14,Single Family,90077
6457,2101010003,12/23/14,Single Family,91335
6458,7439023010,4/30/14,Single Family,90710
6459,4392001008,3/31/14,Single Family,90069
6460,5464006055,1/29/14,Single Family,90065
6461,2276035009,6/23/14,Single Family,91403
6462,2146037086,12/15/14,Single Family,91367
6463,5148001018,1/2/14,Non-Residential,90013
6464,2263037056,11/26/14,Single Family,91403
6465,2525022033,7/15/14,Single Family,91342
6466,2557005011,9/30/14,Single Family,91042
6467,5585014033,1/31/14,Single Family,90068
6468,5507007021,2/26/14,Single Family,90036
6469,5144020170,12/11/14,Multi-Family,90017
6470,5589022022,11/25/14,Single Family,90027
6471,2531025021,12/5/14,Single Family,91342
6472,7426011023,4/4/14,Single Family,90744
6473,4002007008,5/14/14,Multi-Family,90056
6474,5113026018,1/31/14,Multi-Family,90011
6475,5474040039,2/27/14,Single Family,90041
6476,5041009009,9/8/14,Multi-Family,90018
6477,2648008001,11/12/14,Single Family,91345
6478,5309017002,11/14/14,Single Family,90032
6479,2163014016,12/12/14,Single Family,91356
6480,6015032031,1/16/14,Single Family,90047
6481,2556014005,2/3/14,Single Family,91040
6482,5019005021,1/22/14,Multi-Family,90037
6483,5069004033,9/18/14,Single Family,90019
6484,5101029011,2/6/14,Single Family,90037
6485,2110010022,9/4/14,Single Family,91304
6486,5464021019,1/30/14,Single Family,90065
6487,6014005025,1/17/14,Single Family,90044
6488,2687024012,12/23/14,Single Family,91343
6489,5005022023,1/30/14,Single Family,90062
6490,2627026010,12/5/14,Single Family,91331
6491,2551005009,1/15/14,Single Family,91040
6492,2769017032,8/4/14,Single Family,91325
6493,4382025072,3/27/14,Single Family,90077
6494,2182021004,10/27/14,Single Family,91316
6495,2678001015,10/23/14,Single Family,91343
6496,2653002045,12/26/14,Single Family,91402
6497,2611028001,5/12/14,Single Family,91342
6498,5026017010,12/24/14,Single Family,90008
6499,5179012048,10/24/14,Single Family,90063
6500,2301020016,12/16/14,Single Family,91402
6501,5456005028,1/2/14,Single Family,90065
6502,6037007018,7/11/14,Single Family,90047
6503,2139012026,1/22/14,Single Family,91303
6504,5426001027,11/25/14,Single Family,90026
6505,5528003090,2/28/14,Single Family,90069
6506,5052004023,8/20/14,Single Family,90018
6507,4264014033,3/27/14,Single Family,90049
6508,5185020030,5/20/14,Multi-Family,90023
6509,2781031029,11/17/14,Single Family,91306
6510,2639021042,8/5/14,Single Family,91402
6511,2502004021,9/3/14,Single Family,91342
6512,4321010178,12/3/14,Single Family,90025
6513,2364012026,3/14/14,Single Family,91604
6514,2412033044,4/9/14,Single Family,91505
6515,5186011029,3/21/14,Multi-Family,90063
6516,6033021060,6/17/14,Single Family,90044
6517,5547006027,12/4/14,Single Family,90028
6518,5077002190,6/24/14,Single Family,90020
6519,5106002005,1/27/14,Single Family,90011
6520,4246005015,3/17/14,Single Family,90066
6521,2679025004,12/23/14,Single Family,91344
6522,2677019019,7/15/14,Single Family,91343
6523,2217022004,6/17/14,Single Family,91405
6524,6132025052,3/6/14,Single Family,90061
6525,5206003009,1/2/14,Single Family,90031
6526,5136016009,2/9/14,Single Family,90006
6527,5015028012,1/30/14,Single Family,90043
6528,2512009024,10/14/14,Single Family,91342
6529,4019003010,4/11/14,Single Family,90043
6530,2265012030,5/2/14,Single Family,91403
6531,5474042022,1/23/14,Single Family,90041
6532,2780018020,10/17/14,Single Family,91306
6533,5588014031,1/23/14,Single Family,90027
6534,6004037016,7/30/14,Multi-Family,90003
6535,4355011017,5/8/14,Single Family,90210
6536,6006002049,5/9/14,Multi-Family,90003
6537,7349005001,5/9/14,Single Family,90501
6538,5492031025,12/3/14,Single Family,90042
6539,2552024031,11/26/14,Single Family,91042
6540,2644023021,9/24/14,Single Family,91331
6541,2673004049,5/15/14,Single Family,91343
6542,2782009142,9/5/14,Single Family,91306
6543,5220004016,2/27/14,Single Family,90032
6544,6035014025,3/17/14,Single Family,90047
6545,5469036016,1/17/14,Single Family,90042
6546,7414025008,9/8/14,Single Family,90744
6547,2733002049,11/20/14,Single Family,91344
6548,4101017027,11/24/14,Single Family,90056
6549,2175017008,11/25/14,Single Family,91364
6550,5504022005,2/6/14,Multi-Family,90020
6551,2168003020,7/15/14,Single Family,91364
6552,4305013003,11/19/14,Single Family,90035
6553,4493033059,1/16/14,Single Family,90049
6554,6065011012,3/10/14,Multi-Family,90059
6555,5473007019,7/16/14,Single Family,90065
6556,6048007001,2/25/14,Single Family,90002
6557,2707017017,11/25/14,Single Family,91311
6558,5520016002,10/27/14,Multi-Family,90004
6559,5013013003,11/24/14,Multi-Family,90043
6560,4004026015,3/13/14,Single Family,90043
6561,5591012005,11/25/14,Single Family,90027
6562,2582037017,11/24/14,Single Family,91342
6563,2076015064,4/29/14,Single Family,91364
6564,5015029024,2/11/14,Single Family,90043
6565,6030001008,8/26/14,Single Family,90003
6566,6013025012,7/16/14,Single Family,90003
6567,5474042029,3/17/14,Single Family,90041
6568,5103004023,1/14/14,Single Family,90011
6569,2723020184,12/17/14,Single Family,91311
6570,5017006003,9/2/14,Single Family,90037
6571,6016003001,12/18/14,Single Family,90047
6572,2634007018,9/5/14,Single Family,91352
6573,2305021008,1/20/14,Single Family,91605
6574,4317011003,1/20/14,Single Family,90025
6575,2039005114,6/9/14,Single Family,91367
6576,6018024024,5/9/14,Single Family,90047
6577,5518033017,2/3/14,Multi-Family,90004
6578,2681021012,12/10/14,Single Family,91344
6579,5437012018,3/13/14,Multi-Family,90039
6580,2074025012,10/27/14,Single Family,91364
6581,2565008030,10/29/14,Single Family,91042
6582,2565014059,3/5/14,Single Family,91042
6583,6050015026,7/30/14,Single Family,90002
6584,2634013020,12/9/14,Single Family,91352
6585,2820010005,12/2/14,Single Family,91326
6586,2108028010,5/9/14,Single Family,91306
6587,2502027086,7/9/14,Single Family,91342
6588,2715003035,1/14/14,Single Family,91326
6589,2660010116,6/13/14,Single Family,91345
6590,5572011034,1/2/14,Single Family,90068
6591,5027004016,1/30/14,Single Family,90008
6592,2621025022,7/9/14,Single Family,91331
6593,2240024020,7/9/14,Multi-Family,91401
6594,2508021030,11/24/14,Single Family,91342
6595,2523022008,3/10/14,Single Family,91331
6596,2408021024,9/30/14,Single Family,91352
6597,5070008014,1/3/14,Multi-Family,90019
6598,6014016017,11/19/14,Single Family,90044
6599,5205019008,3/6/14,Multi-Family,90031
6600,4377040018,1/16/14,Single Family,90077
6601,4247006028,10/31/14,Single Family,90066
6602,7458004006,12/8/14,Multi-Family,90731
6603,2120030018,3/7/14,Single Family,91335
6604,2027004029,5/29/14,Single Family,91304
6605,5191009011,3/17/14,Single Family,90023
6606,6066012020,2/6/14,Single Family,90002
6607,2316007010,8/20/14,Single Family,91605
6608,5109003045,10/30/14,Multi-Family,90011
6609,2184037012,11/18/14,Single Family,91316
6610,5083023002,12/3/14,Multi-Family,90019
6611,5157007010,1/30/14,Single Family,90026
6612,2727018021,7/24/14,Single Family,91311
6613,6037013038,1/16/14,Single Family,90047
6614,2662020008,3/13/14,Single Family,91344
6615,2168001003,12/5/14,Non-Residential,91364
6616,2785011011,5/12/14,Single Family,91324
6617,2611035018,1/15/14,Single Family,91342
6618,2202005013,11/6/14,Single Family,91406
6619,5525005032,11/26/14,Non-Residential,90038
6620,2748013050,8/20/14,Single Family,91311
6621,5454028032,3/17/14,Single Family,90065
6622,6006022017,9/23/14,Single Family,90003
6623,5502027020,11/11/14,Non-Residential,90005
6624,2532010106,10/28/14,Single Family,91331
6625,2163018005,11/25/14,Single Family,91356
6626,2291014022,3/25/14,Single Family,91436
6627,5042031011,3/17/14,Multi-Family,90018
6628,5015005027,3/13/14,Single Family,90062
6629,5221030006,1/30/14,Single Family,90032
6630,2645018001,12/1/14,Single Family,91331
6631,4221021040,1/22/14,Multi-Family,90230
6632,5071013038,2/3/14,Single Family,90019
6633,5445027026,1/30/14,Single Family,90031
6634,4401030106,5/6/14,Single Family,90049
6635,4215027016,5/1/14,Single Family,90230
6636,2307004002,6/27/14,Single Family,91605
6637,5003026014,11/24/14,Single Family,90062
6638,5113032014,8/21/14,Multi-Family,90011
6639,6003010006,2/6/14,Single Family,90044
6640,7411026027,12/22/14,Single Family,90710
6641,5517010010,3/11/14,Single Family,90004
6642,5103020002,4/2/14,Single Family,90011
6643,2101001023,9/23/14,Single Family,91335
6644,2606004021,8/7/14,Single Family,91344
6645,4302033022,1/20/14,Multi-Family,90034
6646,2017027003,5/9/14,Single Family,91304
6647,5513025013,1/29/14,Multi-Family,90036
6648,2504018201,5/8/14,Single Family,91342
6649,5081028021,4/2/14,Single Family,90019
6650,5156014014,2/27/14,Multi-Family,90026
6651,6014020018,10/27/14,Multi-Family,90044
6652,2162004025,4/8/14,Single Family,91316
6653,6031006020,8/11/14,Multi-Family,90003
6654,6074005017,2/27/14,Non-Residential,90003
6655,5419028016,9/4/14,Multi-Family,90026
6656,2623010002,9/23/14,Single Family,91331
6657,5577037017,10/29/14,Single Family,90068
6658,4105020001,2/21/14,Single Family,90045
6659,4419015116,4/9/14,Single Family,90272
6660,5591024013,3/7/14,Multi-Family,90027
6661,5036007016,3/5/14,Single Family,90062
6662,5544015032,12/3/14,Single Family,90027
6663,2715015027,5/6/14,Single Family,91326
6664,5404010005,10/29/14,Multi-Family,90026
6665,2685019010,10/27/14,Single Family,91343
6666,6014007008,12/3/14,Single Family,90044
6667,6032002030,9/12/14,Multi-Family,90044
6668,2326011017,7/9/14,Single Family,91606
6669,2248010033,8/13/14,Single Family,91423
6670,4119003014,1/13/14,Single Family,90045
6671,5082004023,4/9/14,Single Family,90019
6672,5690005018,1/6/14,Single Family,90041
6673,5210026022,8/6/14,Multi-Family,90031
6674,5191016001,10/31/14,Multi-Family,90023
6675,2707013015,8/20/14,Single Family,91311
6676,2582031035,1/17/14,Single Family,91342
6677,6019004009,11/6/14,Single Family,90044
6678,6004034005,1/30/14,Multi-Family,90044
6679,4008002014,10/24/14,Single Family,90043
6680,5028006060,3/21/14,Single Family,90008
6681,5110024023,1/29/14,Multi-Family,90037
6682,6033009009,5/2/14,Single Family,90044
6683,2278026002,11/25/14,Single Family,91403
6684,7421015014,3/31/14,Single Family,90744
6685,4005025017,11/7/14,Single Family,90043
6686,5006023010,6/10/14,Single Family,90043
6687,6004024024,1/23/14,Multi-Family,90044
6688,2156027109,1/20/14,Single Family,91356
6689,7415022038,3/14/14,Single Family,90744
6690,4333021001,10/8/14,Multi-Family,90035
6691,2747014069,12/18/14,Single Family,91311
6692,5088020001,11/10/14,Multi-Family,90048
6693,5556004013,1/21/14,Single Family,90046
6694,5484036026,1/30/14,Single Family,90042
6695,2337027009,9/12/14,Multi-Family,91601
6696,5034014023,4/29/14,Single Family,90008
6697,2558013011,11/11/14,Single Family,91042
6698,6051024030,11/25/14,Single Family,90002
6699,6048039027,12/2/14,Multi-Family,90002
6700,2119029001,9/19/14,Single Family,91335
6701,2337020028,10/10/14,Multi-Family,91601
6702,2638032030,10/27/14,Single Family,91402
6703,4410002017,9/12/14,Single Family,90402
6704,2290002003,11/3/14,Single Family,91316
6705,5679022009,12/18/14,Single Family,90065
6706,6039011027,5/29/14,Multi-Family,90044
6707,2128023015,8/28/14,Single Family,91335
6708,5467001026,4/10/14,Single Family,90065
6709,2257020129,5/6/14,Single Family,91436
6710,5689023001,3/21/14,Single Family,90041
6711,5478011026,10/20/14,Single Family,90042
6712,5474001014,11/12/14,Single Family,90041
6713,2642019034,12/12/14,Single Family,91331
6714,2646023069,5/1/14,Single Family,91331
6715,5107020005,4/18/14,Multi-Family,90011
6716,7414033028,11/14/14,Single Family,90744
6717,6057001003,1/2/14,Single Family,90047
6718,5108010014,1/31/14,Multi-Family,90011
6719,2872021031,5/12/14,Single Family,91326
6720,5046009024,10/29/14,Multi-Family,90016
6721,5036019029,4/9/14,Single Family,90062
