ID,APN,R_Date,P_Type,P_Zip
23292,2120004016,3/4/16,Single Family,91335
23293,2785011045,1/20/16,Single Family,91324
23294,5201010008,7/20/16,Single Family,90033
23295,2153036014,1/5/16,Single Family,91367
23296,2024015028,3/30/16,Single Family,91307
23297,5570003008,1/14/16,Single Family,90046
23298,5180011028,3/29/16,Multi-Family,90033
23299,2564017004,3/11/16,Single Family,91042
23300,5550026037,3/24/16,Single Family,90046
23301,4211032216,1/15/16,Single Family,90094
23302,2184041019,1/12/16,Single Family,91316
23303,2538017015,1/7/16,Single Family,91352
23304,2209028014,2/1/16,Multi-Family,91402
23305,5109007017,1/15/16,Non-Residential,90011
23306,6070008044,8/15/16,Single Family,90059
23307,6035002002,9/9/16,Single Family,90047
23308,4236005001,1/25/16,Multi-Family,90291
23309,5002029004,1/28/16,Single Family,90037
23310,2408017006,7/18/16,Single Family,91352
23311,5029001029,3/7/16,Single Family,90008
23312,5453022005,9/20/16,Single Family,90065
23313,5058026005,1/4/16,Multi-Family,90018
23314,5115017006,2/1/16,Multi-Family,90011
23315,2354006002,3/31/16,Single Family,91601
23316,2615010027,1/28/16,Single Family,91345
23317,5027015045,1/20/16,Single Family,90008
23318,4230005084,1/7/16,Single Family,90292
23319,6013025012,1/5/16,Single Family,90003
23320,5306015067,1/12/16,Single Family,90032
23321,2692007006,1/27/16,Single Family,91325
23322,5474011015,9/12/16,Multi-Family,90041
23323,2870016011,1/28/16,Single Family,91326
23324,5215010031,3/1/16,Single Family,90032
23325,5535005013,1/6/16,Multi-Family,90038
23326,6023016008,1/7/16,Single Family,90001
23327,2513008043,8/29/16,Single Family,91340
23328,5454022004,1/29/16,Single Family,90065
23329,5438013012,1/25/16,Single Family,90039
23330,4229010007,2/1/16,Single Family,90291
23331,4256023027,1/7/16,Single Family,90064
23332,2538023011,1/11/16,Single Family,91352
23333,5115031028,1/26/16,Single Family,90011
23334,6004033015,3/10/16,Multi-Family,90044
23335,5040019031,2/3/16,Single Family,90007
23336,4303014039,2/25/16,Single Family,90035
23337,2201021006,7/28/16,Single Family,91325
23338,2717017001,2/10/16,Single Family,91326
23339,2718020023,1/20/16,Single Family,91326
23340,5082013013,1/13/16,Multi-Family,90019
23341,2033006006,1/21/16,Single Family,91307
23342,2544022041,1/7/16,Single Family,91352
23343,6020002002,1/12/16,Single Family,90044
23344,2601025030,9/14/16,Non-Residential,91344
23345,2729006011,7/20/16,Single Family,91324
23346,5135009019,1/7/16,Multi-Family,90006
23347,2382014022,1/29/16,Single Family,91604
23348,2127022027,7/22/16,Single Family,91335
23349,2217012042,1/4/16,Multi-Family,91405
23350,2556016039,8/8/16,Single Family,91040
23351,6067005019,1/12/16,Single Family,90059
23352,2631013045,1/27/16,Single Family,91352
23353,2558018012,1/29/16,Single Family,91042
23354,2310015027,7/14/16,Single Family,91605
23355,2340031015,1/13/16,Single Family,91607
23356,2633009015,2/1/16,Single Family,91352
23357,2651007111,1/7/16,Single Family,91402
23358,2644012007,3/30/16,Single Family,91331
23359,2010006041,1/7/16,Single Family,91304
23360,2020014021,8/12/16,Single Family,93063
23361,5474037004,1/7/16,Single Family,90041
23362,5092020017,1/15/16,Single Family,90019
23363,2245013029,1/4/16,Single Family,91401
23364,5070003002,1/4/16,Single Family,90019
23365,5074031023,1/7/16,Single Family,90018
23366,5068026004,1/4/16,Multi-Family,90019
23367,2649011034,8/26/16,Single Family,91345
23368,6048022041,1/3/16,Multi-Family,90002
23369,4371021023,1/11/16,Multi-Family,90077
23370,5104015028,1/5/16,Single Family,90011
23371,2669009007,1/14/16,Single Family,91343
23372,2779006097,1/5/16,Single Family,91304
23373,2870013047,7/7/16,Single Family,91326
23374,2701009060,8/12/16,Single Family,91326
23375,2276015076,1/15/16,Single Family,91403
23376,5054006003,2/25/16,Multi-Family,90007
23377,5016036014,7/27/16,Multi-Family,90062
23378,5472008030,1/6/16,Single Family,90065
23379,2138005041,2/23/16,Single Family,91303
23380,2661004010,1/6/16,Single Family,91344
23381,2723015059,1/15/16,Single Family,91311
23382,2781013008,1/6/16,Single Family,91306
23383,2210026018,3/3/16,Single Family,91405
23384,5032022137,2/1/16,Single Family,90008
23385,2534008012,1/29/16,Single Family,91331
23386,5023029021,1/6/16,Single Family,90008
23387,6011013048,1/28/16,Multi-Family,90003
23388,6022003002,1/21/16,Single Family,90003
23389,2697017022,1/4/16,Single Family,91344
23390,5073021020,1/14/16,Single Family,90019
23391,2671023011,1/15/16,Single Family,91343
23392,2280009027,1/28/16,Single Family,91403
23393,2130001068,1/14/16,Single Family,91335
23394,2785013040,1/27/16,Single Family,91324
23395,5221030013,2/3/16,Single Family,90032
23396,6032019007,1/5/16,Multi-Family,90044
23397,6004025020,1/14/16,Multi-Family,90044
23398,2761021018,1/18/16,Single Family,91311
23399,5544013061,1/11/16,Single Family,90027
23400,6039008031,1/6/16,Single Family,90044
23401,5467016006,1/15/16,Multi-Family,90042
23402,7415021018,2/29/16,Single Family,90744
23403,6041010005,1/5/16,Single Family,90003
23404,5017029041,8/10/16,Single Family,90037
23405,2101012029,1/28/16,Single Family,91335
23406,4355011028,9/12/16,Single Family,90210
23407,4004019001,1/4/16,Single Family,90043
23408,4113011018,2/2/16,Single Family,90045
23409,2654007094,1/13/16,Single Family,91343
23410,4115009020,8/31/16,Single Family,90293
23411,4388003014,2/3/16,Single Family,90210
23412,5151002135,1/6/16,Single Family,90012
23413,5115019024,1/6/16,Multi-Family,90011
23414,5036023017,1/5/16,Single Family,90062
23415,5017003007,1/14/16,Multi-Family,90037
23416,2027042036,1/28/16,Single Family,91307
23417,6058003021,2/3/16,Single Family,90047
23418,5114008012,1/14/16,Single Family,90011
23419,2408009033,1/14/16,Single Family,91352
23420,6040006007,1/7/16,Single Family,90003
23421,5189002020,1/20/16,Single Family,90023
23422,5081033056,1/15/16,Single Family,90019
23423,6004027009,1/7/16,Multi-Family,90044
23424,2257019115,1/4/16,Single Family,91436
23425,5101015026,2/3/16,Multi-Family,90011
23426,4355009012,7/21/16,Single Family,90210
23427,6004040032,1/4/16,Single Family,90003
23428,4378035005,1/11/16,Single Family,90077
23429,5089021022,7/26/16,Single Family,90036
23430,6050013014,3/28/16,Multi-Family,90002
23431,5115003001,7/5/16,Single Family,90011
23432,2530033024,1/28/16,Single Family,91342
23433,2531013021,1/7/16,Single Family,91342
23434,2151012073,1/6/16,Single Family,91367
23435,5015006011,1/27/16,Single Family,90062
23436,4004018021,7/12/16,Single Family,90043
23437,2748025040,1/14/16,Single Family,91311
23438,2715007042,2/11/16,Single Family,91326
23439,7421023030,2/4/16,Multi-Family,90744
23440,5015022019,2/23/16,Single Family,90062
23441,2510007011,1/28/16,Single Family,91342
23442,2528035011,2/5/16,Single Family,91040
23443,2115013007,9/29/16,Single Family,91306
23444,4368009036,1/14/16,Single Family,90049
23445,2619016066,1/11/16,Single Family,91331
23446,5064013003,1/7/16,Multi-Family,90016
23447,2543013063,1/7/16,Single Family,91040
23448,6013019013,3/7/16,Multi-Family,90044
23449,2423033022,1/5/16,Single Family,91604
23450,4392001008,1/11/16,Single Family,90069
23451,5021006011,1/12/16,Single Family,90062
23452,4325005014,1/15/16,Single Family,90024
23453,2106017013,1/28/16,Single Family,91306
23454,2180008023,7/22/16,Single Family,91356
23455,2231012019,3/8/16,Single Family,91406
23456,4360004059,1/28/16,Single Family,90024
23457,2024009002,3/29/16,Single Family,91303
23458,2324034009,2/3/16,Single Family,91605
23459,2229015009,1/28/16,Single Family,91406
23460,5523001015,1/14/16,Single Family,90004
23461,5047010007,1/26/16,Single Family,90016
23462,5420004032,1/7/16,Single Family,90039
23463,5081032015,1/21/16,Single Family,90019
23464,5086026003,1/12/16,Multi-Family,90019
23465,6016018025,1/5/16,Single Family,90047
23466,5109005031,1/6/16,Multi-Family,90011
23467,2769016009,1/28/16,Single Family,91325
23468,6040026008,3/18/16,Single Family,90003
23469,5078033017,1/7/16,Multi-Family,90006
23470,2376019007,1/4/16,Single Family,91604
23471,2421033014,1/5/16,Single Family,91602
23472,5006032024,1/5/16,Multi-Family,90043
23473,2181011021,1/7/16,Single Family,91356
23474,2565014105,1/4/16,Single Family,91042
23475,5051024008,7/6/16,Multi-Family,90018
23476,4379005021,9/9/16,Single Family,90077
23477,2565018023,4/11/16,Single Family,91042
23478,5047012018,1/14/16,Single Family,90016
23479,5120013011,9/14/16,Multi-Family,90011
23480,4359023105,7/14/16,Single Family,90025
23481,4239025042,3/18/16,Multi-Family,90291
23482,6014003006,7/11/16,Single Family,90044
23483,2766021023,1/14/16,Single Family,91325
23484,4112014017,1/14/16,Single Family,90045
23485,7416009001,4/22/16,Single Family,90744
23486,5170003010,8/3/16,Multi-Family,90023
23487,2414028031,2/9/16,Single Family,91606
23488,5037003006,1/4/16,Single Family,90037
23489,2348008053,1/6/16,Multi-Family,91607
23490,2226021019,3/28/16,Single Family,91406
23491,7415012040,1/15/16,Multi-Family,90744
23492,5003028023,01/25/2017,Single Family,90062
23493,5534011013,08/31/2017,Multi-Family,90038
23494,2429004015,11/01/2017,Single Family,90068
23495,5052020009,12/27/2017,Single Family,90018
23496,6013003020,04/10/2017,Single Family,90044
23497,2275033005,01/24/2017,Single Family,91403
23498,5015006011,01/23/2017,Single Family,90062
23499,5213032097,01/27/2017,Single Family,90032
23500,5577030001,01/31/2017,Vacant Residential,90068
23501,5592023007,01/04/2017,Multi-Family,90027
23502,5512009019,01/04/2017,Single Family,90036
23503,6018013002,01/03/2017,Single Family,90047
23504,6004007020,06/28/2017,Multi-Family,90044
23505,5143029070,03/18/2017,Single Family,90017
23506,5069019006,07/03/2017,Multi-Family,90019
23507,6051010005,01/11/2017,Single Family,90002
23508,7422026002,01/24/2017,Single Family,90744
23509,6088023017,01/31/2017,Single Family,90044
23510,6042016022,04/12/2017,Single Family,90002
23511,5473014005,01/03/2017,Single Family,90065
23512,2375019050,01/20/2017,Single Family,91604
23513,2715001014,04/01/2017,Single Family,91326
23514,2106012103,10/05/2017,Single Family,91306
23515,5074009008,01/20/2017,Multi-Family,90006
23516,5070008014,03/14/2017,Multi-Family,90019
23517,6088024004,01/03/2017,Single Family,90044
23518,6057017018,09/22/2017,Single Family,90047
23519,2779022138,01/05/2017,Single Family,93063
23520,2316011037,07/10/2017,Single Family,91605
23521,2162011196,01/19/2017,Single Family,91316
23522,5175027012,07/03/2017,Single Family,90033
23523,5469019016,01/04/2017,Single Family,90042
23524,2639015016,07/21/2017,Single Family,91402
23525,5590026007,01/10/2017,Multi-Family,90027
23526,2428023005,07/03/2017,Single Family,90068
23527,2168007034,11/08/2017,Single Family,91364
23528,2512028062,07/06/2017,Single Family,91342
23529,2603015095,01/12/2017,Single Family,91342
23530,6033006009,01/18/2017,Single Family,90044
23531,2317013023,01/09/2017,Multi-Family,91605
23532,4226011021,11/01/2017,Multi-Family,90291
23533,2384024016,08/22/2017,Single Family,91604
23534,6036021017,03/15/2017,Single Family,90047
23535,6048011039,01/11/2017,Single Family,90002
23536,2201012017,05/12/2017,Single Family,91325
23537,2734012065,01/03/2017,Single Family,91325
23538,6035001011,01/26/2017,Single Family,90047
23539,2341019008,01/05/2017,Single Family,91607
23540,4019001024,02/04/2017,Single Family,90043
23541,5023015006,07/03/2017,Single Family,90008
23542,2628011011,01/26/2017,Single Family,91331
23543,5114033026,09/20/2017,Single Family,90011
23544,5093027176,04/26/2017,Single Family,90010
23545,7559040012,10/05/2017,Single Family,90732
23546,2266024041,11/07/2017,Single Family,91423
23547,4327006029,06/19/2017,Single Family,90037
23548,5001021015,01/31/2017,Multi-Family,90037
23549,2108003003,04/03/2017,Single Family,91306
23550,5034002052,06/28/2017,Single Family,90008
23551,6017004026,04/20/2017,Multi-Family,90047
23552,5580024002,06/04/2017,Single Family,90068
23553,6003022004,03/09/2017,Multi-Family,90044
23554,2169023025,12/29/2017,Single Family,91364
23555,6069024027,01/03/2017,Single Family,90059
23556,2164018016,01/05/2017,Single Family,91356
23557,4325004128,01/17/2017,Single Family,90024
23558,4001029016,01/12/2017,Single Family,90056
23559,2017027016,02/20/2017,Single Family,91304
23560,2656011072,08/01/2017,Single Family,91343
23561,5542005008,09/18/2017,Single Family,90027
23562,2034001021,01/04/2017,Single Family,91307
23563,2428023005,01/19/2017,Single Family,90068
23564,6121017022,03/13/2017,Single Family,90247
23565,5042020008,01/17/2017,Single Family,90018
23566,2124017106,03/29/2017,Single Family,91335
23567,2132007013,03/29/2017,Single Family,91335
23568,2078001022,07/05/2017,Single Family,91364
23569,2114008042,01/04/2017,Single Family,91306
23570,2615017046,01/03/2017,Single Family,91345
23571,4004031025,01/24/2017,Single Family,90043
23572,5216007004,02/02/2017,Multi-Family,90032
23573,6087019005,02/16/2017,Single Family,90061
23574,2534026023,01/09/2017,Multi-Family,91331
23575,5081019014,01/03/2017,Single Family,99999
23576,6023023003,06/15/2017,Single Family,90001
23577,2644026152,09/13/2017,Single Family,91331
23578,2728017022,01/01/2017,Single Family,91326
23579,2605018027,07/20/2017,Single Family,91344
23580,2718022016,01/30/2017,Single Family,91326
23581,4401011031,12/18/2017,Single Family,90049
23582,2290026020,01/02/2017,Single Family,91316
23583,5538012003,06/20/2017,Single Family,90029
23584,4379004003,03/31/2017,Single Family,90077
23585,2401028012,08/03/2017,Single Family,91352
23586,2178021011,01/01/2017,Single Family,91356
23587,5524018001,01/17/2017,Single Family,90036
23588,2274025004,05/14/2017,Single Family,91423
23589,5001031024,12/19/2017,Single Family,90037
23590,2234015008,01/05/2017,Single Family,91406
23591,5103025033,06/27/2017,Multi-Family,90011
23592,2582008004,01/17/2017,Single Family,91342
23593,5107002007,10/23/2017,Single Family,90011
23594,2162009150,01/26/2017,Single Family,91316
23595,2748025040,01/18/2017,Single Family,91311
23596,2625033002,05/08/2017,Single Family,91331
23597,7413026906,02/14/2017,Multi-Family,90710
23598,4360011043,01/03/2017,Single Family,90024
23599,2105020026,01/14/2017,Single Family,91335
23600,4355011028,07/18/2017,Single Family,90210
23601,5073030067,01/18/2017,Single Family,90018
23602,5114025031,01/23/2017,Single Family,90011
23603,2146037170,01/28/2017,Single Family,91367
23604,4305009019,11/03/2017,Single Family,90035
23605,2076006031,10/26/2017,Single Family,91364
23606,5163020084,01/31/2017,Single Family,90012
23607,4007007024,12/18/2017,Single Family,90043
23608,2032019011,01/10/2017,Single Family,91367
23609,5671011011,05/03/2017,Single Family,90041
23610,2729002017,03/28/2017,Single Family,91324
23611,2727011025,01/10/2017,Single Family,91311
23612,2130024008,01/27/2017,Single Family,91335
23613,2022010019,03/09/2017,Single Family,91307
23614,4003015015,01/16/2017,Single Family,90043
23615,2104010025,04/17/2017,Single Family,91335
23616,5685024011,11/22/2017,Single Family,90041
23617,2348003003,01/03/2017,Single Family,91607
23618,5405015010,03/07/2017,Multi-Family,90026
23619,2184033028,06/14/2017,Single Family,91316
23620,4412027008,01/02/2017,Single Family,90272
23621,7470022009,06/15/2017,Single Family,90731
23622,2378025032,01/31/2017,Vacant Residential,91604
23623,2731029080,01/06/2017,Single Family,91325
23624,2671007012,09/19/2017,Single Family,91343
23625,6055018040,01/27/2017,Multi-Family,90047
23626,7451008019,11/03/2017,Single Family,90731
23627,7404025017,03/14/2017,Single Family,90744
23628,5111015008,01/05/2017,Single Family,90037
23629,5558021017,01/05/2017,Single Family,90069
23630,5042022006,01/17/2017,Multi-Family,90018
23631,5007019028,01/20/2017,Single Family,90043
23632,4308015014,01/20/2017,Single Family,90064
23633,4001010019,01/31/2017,Single Family,90056
23634,2729011058,01/10/2017,Single Family,91324
23635,2532003007,10/03/2017,Single Family,91331
23636,2226016008,10/17/2017,Single Family,91406
23637,5001014006,01/05/2017,Single Family,90037
23638,5404010005,01/23/2017,Multi-Family,90026
23639,7425017038,05/02/2017,Multi-Family,90744
23640,2608025020,01/27/2017,Single Family,91344
23641,2116003018,01/19/2017,Single Family,91335
23642,2582017015,01/09/2017,Single Family,91342
23643,2245029018,09/11/2017,Single Family,91401
23644,2166006002,06/14/2017,Single Family,91364
23645,2168017079,10/25/2017,Single Family,91364
23646,5121011023,12/07/2017,Single Family,90011
23647,4371019040,01/06/2017,Single Family,90077
23648,5424003010,01/02/2017,Multi-Family,90026
23649,5425020034,08/02/2017,Single Family,90026
23650,6067005044,01/12/2017,Multi-Family,90059
23651,2366026027,08/25/2017,Single Family,91604
23652,2617012009,01/31/2017,Single Family,91345
23653,4423001013,09/20/2017,Single Family,90272
23654,5071022033,10/04/2017,Multi-Family,90019
23655,6048025022,12/08/2017,Multi-Family,90002
23656,2544016011,07/19/2017,Vacant Residential,91352
23657,2532022008,01/18/2017,Single Family,91331
23658,6029020019,04/17/2017,Single Family,90001
23659,2176030008,01/31/2017,Single Family,91356
23660,6016017014,01/03/2017,Single Family,90047
23661,2782033024,01/02/2017,Single Family,91324
23662,2125020033,10/23/2017,Single Family,91335
23663,6034030022,01/11/2017,Single Family,90047
23664,2731013019,05/01/2017,Single Family,91326
23665,2604008020,05/17/2017,Single Family,91342
23666,2763014011,01/01/2017,Single Family,91324
23667,5006014001,01/20/2017,Single Family,90043
23668,2283011022,05/01/2017,Non-Residential,91436
23669,2664024016,02/20/2017,Single Family,91345
23670,2622017025,09/25/2017,Single Family,91331
23671,2175002003,01/03/2017,Single Family,91356
23672,6006022005,03/15/2017,Single Family,90003
23673,4004026011,05/22/2017,Single Family,90043
23674,4383006021,09/14/2017,Vacant Residential,90210
23675,5049003019,01/03/2017,Multi-Family,90016
23676,5058020017,01/03/2017,Multi-Family,90018
23677,6075024005,03/29/2017,Single Family,90044
23678,2159011005,04/03/2017,Single Family,91316
23679,6002020008,09/11/2017,Single Family,90047
23680,2175015038,01/03/2017,Single Family,91364
23681,5454015008,01/03/2017,Single Family,90065
23682,7415033012,01/03/2017,Single Family,90744
23683,2076009031,01/24/2017,Single Family,91364
23684,2538017016,01/06/2017,Single Family,91352
23685,2325018033,02/09/2017,Single Family,91606
23686,6004019002,01/31/2017,Single Family,90044
23687,2679009016,04/01/2017,Single Family,91344
23688,2385011014,04/01/2017,Vacant Residential,91423
23689,5462016030,03/09/2017,Single Family,90065
23690,2151038038,10/27/2017,Single Family,91367
23691,2623014012,09/18/2017,Single Family,91331
23692,4211025066,06/20/2017,Single Family,90094
23693,5003006026,01/16/2017,Single Family,90062
23694,6014035008,09/26/2017,Single Family,90044
23695,5570001008,01/05/2017,Single Family,90046
23696,2023007017,01/04/2017,Single Family,91303
23697,5188020001,12/15/2017,Single Family,90023
23698,2615028010,01/01/2017,Single Family,91345
23699,7442005012,07/03/2017,Single Family,90731
23700,5143019221,07/07/2017,Single Family,90017
23701,4118014172,01/03/2017,Single Family,90293
23702,4114004046,01/20/2017,Single Family,90045
23703,4380016005,02/16/2017,Single Family,90077
23704,6054003023,01/05/2017,Single Family,90044
23705,5214005055,07/18/2017,Single Family,90032
23706,5580001022,08/15/2017,Single Family,90068
23707,5120013011,03/11/2017,Multi-Family,90011
23708,2761022028,01/31/2017,Single Family,91311
23709,6018025014,11/30/2017,Single Family,90047
23710,5402019020,03/09/2017,Single Family,90026
23711,6058004024,04/03/2017,Single Family,90047
23712,2120008017,01/12/2017,Single Family,91335
23713,6051016001,01/03/2017,Single Family,90002
23714,5074025012,01/16/2017,Multi-Family,90006
23715,2718020023,01/09/2017,Single Family,91326
23716,2206032008,01/05/2017,Single Family,91406
23717,2629003115,01/24/2017,Single Family,91331
23718,2510020035,01/06/2017,Single Family,91342
23719,5110018018,08/31/2017,Single Family,90037
23720,2341014037,07/20/2017,Single Family,91607
23721,2202005008,03/15/2017,Single Family,91325
23722,6004030044,05/04/2017,Single Family,90044
23723,4119017004,01/11/2017,Single Family,90045
23724,5548008045,06/28/2017,Single Family,90046
23725,2781015002,01/09/2017,Single Family,91306
23726,5113009008,09/06/2017,Single Family,90011
23727,2106017013,03/31/2017,Single Family,91306
23728,4306007016,01/22/2017,Single Family,90035
23729,5034018050,01/17/2017,Multi-Family,90008
23730,5555024023,08/04/2017,Single Family,90069
23731,6019010015,11/03/2017,Single Family,90044
23732,2530026003,01/03/2017,Single Family,91342
23733,2607007002,10/26/2017,Single Family,91344
23734,2322017017,11/07/2017,Single Family,91606
23735,4419006002,03/15/2017,Single Family,90272
23736,2621006028,01/10/2017,Single Family,91331
23737,5020002019,08/09/2017,Multi-Family,90037
23738,4325001131,01/23/2017,Single Family,90024
23739,2031004049,01/16/2017,Single Family,91307
23740,4388003014,10/27/2017,Single Family,90210
23741,2153006010,12/07/2017,Single Family,91367
23742,5312021051,09/21/2017,Single Family,90042
23743,5057013015,04/06/2017,Multi-Family,90016
23744,2506024028,08/15/2017,Single Family,91342
23745,2633017004,01/03/2017,Single Family,91352
23746,4012010010,01/04/2017,Single Family,90043
23747,5029022016,09/14/2017,Single Family,90008
23748,6117021001,01/26/2017,Single Family,90247
23749,5135008028,01/04/2017,Multi-Family,90006
23750,6004019013,01/12/2017,Multi-Family,90044
23751,5115015017,01/20/2017,Multi-Family,90011
23752,6063020029,05/09/2017,Single Family,90003
23753,2506034117,01/31/2017,Single Family,91342
23754,2712023012,08/17/2017,Multi-Family,91344
23755,2502016014,01/16/2017,Single Family,91342
23756,4002026008,01/26/2017,Single Family,90043
23757,2667010004,01/18/2017,Single Family,91344
23758,5524038021,06/07/2017,Single Family,90036
23759,5007024019,03/15/2017,Single Family,90043
23760,2642014022,07/11/2017,Single Family,91331
23761,2687002011,01/09/2017,Single Family,91343
23762,5215035016,05/26/2017,Single Family,90032
23763,2510020018,11/21/2017,Single Family,91342
23764,2378025031,01/31/2017,Vacant Residential,91604
23765,5014010019,01/04/2017,Single Family,90043
23766,2405012018,10/13/2017,Single Family,91505
23767,2763033025,02/05/2017,Single Family,91324
23768,5549004116,01/24/2017,Single Family,90068
23769,5023030005,08/16/2017,Non-Residential,90008
23770,6050013014,01/30/2017,Multi-Family,90002
23771,5107015028,01/11/2017,Single Family,90011
23772,5189005024,01/11/2017,Multi-Family,90023
23773,2662010018,01/05/2017,Single Family,91344
23774,5042015032,01/18/2017,Single Family,90018
23775,2149015025,10/13/2017,Single Family,91367
23776,4303035047,01/17/2017,Single Family,90035
23777,4431005004,01/03/2017,Single Family,90272
23778,5071020017,12/06/2017,Multi-Family,90019
23779,5580009013,10/30/2017,Single Family,90068
23780,2822030010,03/28/2017,Single Family,91326
23781,5135016009,09/20/2017,Multi-Family,90015
23782,2336032011,04/07/2017,Single Family,91606
23783,2711013015,04/10/2017,Single Family,91344
23784,6057020009,01/18/2017,Single Family,90047
23785,2733023009,07/11/2017,Single Family,91344
23786,2620006017,01/10/2017,Single Family,91331
23787,2114003210,01/04/2017,Single Family,91306
23788,4238025009,10/09/2017,Multi-Family,90291
23789,5219027021,10/26/2017,Single Family,90032
23790,2528035005,12/30/2017,Single Family,91040
23791,2214005019,09/06/2017,Single Family,91402
23792,2115011005,03/13/2017,Single Family,91306
23793,5306010050,01/06/2017,Multi-Family,90032
23794,2130031021,03/28/2017,Single Family,91335
23795,5457023023,11/15/2017,Single Family,90065
23796,2032026053,12/01/2017,Single Family,91367
23797,5517020019,06/02/2017,Single Family,90004
23798,6011004044,12/27/2017,Single Family,90003
23799,2174025004,10/09/2017,Single Family,91364
23800,2505005018,01/25/2017,Single Family,91342
23801,2146033226,11/28/2017,Single Family,91367
23802,5052028036,01/16/2017,Single Family,90018
23803,2405010002,07/28/2017,Single Family,91352
23804,2617004047,08/22/2017,Single Family,91331
23805,4360004175,01/11/2017,Single Family,90024
23806,5083031016,03/14/2017,Multi-Family,90019
23807,4256014030,01/15/2017,Single Family,90064
23808,5001014026,01/19/2017,Multi-Family,90037
23809,2217031099,03/14/2017,Single Family,91406
23810,5462016030,01/03/2017,Single Family,90065
23811,4360029187,06/27/2017,Single Family,90024
23812,6019010015,11/07/2017,Single Family,90044
23813,5031013022,08/10/2017,Single Family,90008
23814,2274022027,03/15/2017,Single Family,91423
23815,2618022029,01/18/2017,Single Family,91331
23816,7347001014,06/19/2017,Single Family,90501
23817,5101017027,11/06/2017,Single Family,90011
23818,5054026014,12/28/2017,Multi-Family,90007
23819,2408017006,10/30/2017,Single Family,91352
23820,2644021018,09/25/2017,Single Family,91331
23821,5564015016,01/22/2017,Single Family,90046
23822,5047010001,10/30/2017,Single Family,90016
23823,4370015020,08/29/2017,Single Family,90077
23824,4226004020,01/12/2017,Multi-Family,90291
23825,7458014042,03/10/2017,Single Family,90731
23826,2130001068,01/12/2017,Single Family,91335
23827,5035030023,10/09/2017,Multi-Family,90062
23828,5060029013,07/28/2017,Single Family,90018
23829,6019007044,01/03/2017,Single Family,90044
23830,2649022006,05/03/2017,Single Family,91345
23831,4326003067,04/03/2017,Single Family,90024
23832,5466028039,01/10/2017,Single Family,90065
23833,6020021026,06/14/2017,Multi-Family,90044
23834,5002012012,01/03/2017,Single Family,90037
23835,4008002014,01/03/2017,Single Family,90043
23836,4392001008,01/23/2017,Single Family,90069
23837,2627022013,07/17/2017,Single Family,91331
23838,6083023012,01/06/2017,Single Family,90061
23839,2535015020,02/03/2017,Single Family,91331
23840,2369035047,03/14/2017,Single Family,91604
23841,2711015031,04/13/2017,Single Family,91344
23842,2125028001,07/05/2017,Single Family,91335
23843,7411026024,01/09/2017,Single Family,90710
23844,2129021074,01/27/2017,Single Family,91335
23845,5037012028,01/03/2017,Single Family,90037
23846,5060025018,06/14/2017,Single Family,90018
23847,2649015028,01/04/2017,Single Family,91345
23848,2607004019,01/31/2017,Single Family,91344
23849,5420018017,08/09/2017,Single Family,90026
23850,2368027080,06/30/2017,Single Family,91604
23851,5209011003,01/16/2017,Single Family,90031
23852,6012001026,01/17/2017,Multi-Family,90003
23853,2504001025,01/18/2017,Single Family,91342
23854,5556027005,01/05/2017,Single Family,90069
23855,4388004024,01/03/2017,Single Family,90210
23856,2317004005,01/31/2017,Single Family,91605
23857,2533014003,01/04/2017,Single Family,91331
23858,2423030052,01/30/2017,Single Family,91602
23859,2728029018,01/23/2017,Single Family,91326
23860,5117009013,01/26/2017,Multi-Family,90011
23861,2668012005,06/07/2017,Single Family,91344
23862,5115031024,11/29/2017,Single Family,90011
23863,2656005189,01/31/2017,Single Family,91343
23864,2718022016,06/30/2017,Single Family,91326
23865,2782026003,10/18/2017,Single Family,91324
23866,5521009007,01/10/2017,Multi-Family,90004
23867,2238014017,01/20/2017,Single Family,91401
23868,4326003033,08/04/2017,Single Family,90024
23869,6017004030,08/01/2017,Multi-Family,90047
23870,2180008023,01/06/2017,Single Family,91356
23871,5522009015,04/05/2017,Single Family,90004
23872,5103020007,01/25/2017,Multi-Family,90011
23873,2726003003,01/27/2017,Single Family,91311
23874,4256023027,01/31/2017,Single Family,90064
23875,5219014014,12/05/2017,Single Family,90032
23876,2250022010,07/26/2017,Single Family,91403
23877,2565010037,01/18/2017,Single Family,91042
23878,5053004022,01/03/2017,Single Family,90018
23879,2156027100,07/12/2017,Single Family,91356
23880,2523015030,04/14/2017,Single Family,91331
23881,2384017033,12/01/2017,Single Family,91604
23882,2639008119,01/19/2017,Single Family,91402
23883,2222019052,01/05/2017,Single Family,91406
23884,2163007008,07/03/2017,Single Family,91356
23885,4229019130,07/19/2017,Single Family,90292
23886,7414015018,11/17/2017,Single Family,90744
23887,4379024011,06/02/2017,Vacant Residential,90077
23888,6004007020,01/20/2017,Multi-Family,90044
23889,2617017013,09/21/2017,Single Family,91331
23890,2305023016,02/06/2017,Single Family,91605
23891,2184022002,01/01/2017,Single Family,91316
23892,6067002028,05/31/2017,Single Family,90059
23893,2045009029,03/13/2017,Single Family,91367
23894,4007004009,01/12/2017,Single Family,90043
23895,2309024007,01/06/2017,Single Family,91605
23896,2780029011,01/18/2017,Single Family,91306
23897,2274022027,07/13/2017,Single Family,91423
23898,2644030199,09/13/2017,Single Family,91402
