,APN,Registered Date,Property Type,Property Zip
7880,5486005019,10/2/15,Single Family,90042.0
7881,5486009021,16/07/2015,Non-Residential,90042.0
7882,5523018023,7/1/15,Multi-Family,90004.0
7883,5525026031,22/01/2015,Single Family,90036.0
7884,5549024021,8/5/15,Multi-Family,90068.0
7885,5549031025,21/01/2015,Single Family,90068.0
7886,5549031035,12/1/15,Single Family,90068.0
7887,5556027005,27/10/2015,Single Family,90069.0
7888,5558023007,16/01/2015,Single Family,90069.0
7889,5579028015,15/01/2015,Single Family,90068.0
7890,5579030019,31/07/2015,Single Family,90068.0
7891,5582002013,21/01/2015,Single Family,90068.0
7892,5585006010,9/1/15,Multi-Family,90068.0
7893,5585010028,15/01/2015,Single Family,90068.0
7894,5585026023,27/01/2015,Single Family,90068.0
7895,5590010035,21/01/2015,Single Family,90027.0
7896,5592005029,19/01/2015,Single Family,90027.0
7897,5592019033,28/12/2015,Single Family,90027.0
7898,5671002013,16/01/2015,Single Family,90041.0
7899,5671007023,21/12/2015,Single Family,90041.0
7900,5671011011,28/01/2015,Single Family,90041.0
7901,5672005012,1/7/15,Vacant Residential,90041.0
7902,5685024011,27/03/2015,Single Family,90032.0
7903,5685024011,12/8/15,Single Family,90032.0
7904,5689025026,14/01/2015,Single Family,90041.0
7905,6004034005,6/1/15,Multi-Family,90044.0
7906,6013016016,12/1/15,Multi-Family,90044.0
7907,6013016028,9/1/15,Single Family,90044.0
7908,6014006010,5/1/15,Single Family,90044.0
7909,6014008023,13/01/2015,Single Family,90044.0
7910,6014011020,8/1/15,Single Family,90044.0
7911,6014033016,8/1/15,Single Family,90044.0
7912,6018024024,14/01/2015,Single Family,90047.0
7913,6018030016,14/12/2015,Single Family,90047.0
7914,6020033002,23/06/2015,Single Family,90003.0
7915,6030021017,7/1/15,Single Family,90003.0
7916,6030029001,6/1/15,Multi-Family,90003.0
7917,6037005023,24/01/2015,Single Family,90047.0
7918,6037006018,14/01/2015,Single Family,90047.0
7919,6039001052,16/01/2015,Multi-Family,90044.0
7920,6040036005,7/1/15,Multi-Family,90003.0
7921,6041007026,16/01/2015,Single Family,90003.0
7922,6046016041,25/06/2015,Single Family,90002.0
7923,6048007001,22/01/2015,Single Family,90002.0
7924,6048010041,3/3/15,Single Family,90002.0
7925,6048038021,7/1/15,Multi-Family,90002.0
7926,6048040008,14/01/2015,Single Family,90002.0
7927,6048040019,25/09/2015,Single Family,90002.0
7928,6055002024,6/1/15,Single Family,90047.0
7929,6055018035,31/03/2015,Single Family,90047.0
7930,6059004006,21/01/2015,Single Family,90047.0
7931,6059004010,19/01/2015,Single Family,90047.0
7932,6063006021,3/11/15,Single Family,90003.0
7933,6065029012,21/05/2015,Single Family,90002.0
7934,6065029012,8/6/15,Single Family,90002.0
7935,6068007016,9/3/15,Single Family,90059.0
7936,6068012011,6/1/15,Single Family,90059.0
7937,6075016015,6/1/15,Single Family,90044.0
7938,6083008010,1/12/15,Multi-Family,90061.0
7939,6088024012,12/1/15,Single Family,90044.0
7940,6088027024,6/1/15,Single Family,90044.0
7941,6117014022,9/1/15,Single Family,90044.0
7942,7346022012,19/08/2015,Single Family,90501.0
7943,7347005038,7/1/15,Single Family,90501.0
7944,7347012007,30/06/2015,Single Family,90501.0
7945,7349004007,12/3/15,Single Family,90501.0
7946,7351017012,2/12/15,Multi-Family,90501.0
7947,7351026015,30/01/2015,Single Family,90501.0
7948,7406022020,15/04/2015,Single Family,90744.0
7949,7411022101,2/2/15,Single Family,90710.0
7950,7412014018,18/08/2015,Single Family,90710.0
7951,7413023069,12/1/15,Single Family,90710.0
7952,7413023069,9/7/15,Single Family,90710.0
7953,7413023069,21/07/2015,Single Family,90710.0
7954,7413023077,15/07/2015,Single Family,90710.0
7955,7413023107,3/2/15,Single Family,90710.0
7956,7414017015,29/01/2015,Single Family,90744.0
7957,7415032009,26/02/2015,Single Family,90744.0
7958,7439026168,2/1/15,Single Family,90710.0
7959,2146005172,17/02/2015,Single Family,91367.0
7960,7445022009,12/6/15,Single Family,90732.0
7961,2164023003,22/01/2015,Single Family,91356.0
7962,5143012013,22/04/2015,Single Family,90017.0
7963,4106029005,15/07/2015,Single Family,90045.0
7964,2138005033,24/08/2015,Single Family,91303.0
7965,5023015011,30/03/2015,Single Family,90008.0
7966,5062021002,30/01/2015,Single Family,90016.0
7967,2175033028,11/2/15,Single Family,91356.0
7968,6005011005,17/03/2015,Multi-Family,90003.0
7969,2137016007,5/1/15,Single Family,91306.0
7970,2565011049,13/02/2015,Single Family,91042.0
7971,5119018013,7/1/15,Single Family,90011.0
7972,4401029031,27/01/2015,Single Family,90049.0
7973,4211023024,30/01/2015,Single Family,90094.0
7974,2536015255,8/1/15,Single Family,91331.0
7975,5019005006,22/01/2015,Multi-Family,90037.0
7976,5116019022,6/1/15,Single Family,90011.0
7977,2036023023,1/9/15,Single Family,91307.0
7978,2755009027,5/1/15,Single Family,91325.0
7979,4317011003,15/01/2015,Single Family,90025.0
7980,5014009038,27/03/2015,Single Family,90043.0
7981,2013019022,9/1/15,Single Family,91304.0
7982,2785015029,9/1/15,Single Family,91324.0
7983,4327007003,26/01/2015,Single Family,90024.0
7984,5016029023,28/01/2015,Single Family,90062.0
7985,5114008001,5/2/15,Single Family,90011.0
7986,2661001010,9/6/15,Single Family,91344.0
7987,2723007014,27/01/2015,Single Family,91311.0
7988,4423024009,3/3/15,Single Family,90272.0
7989,5081028021,8/1/15,Single Family,90019.0
7990,5014010019,4/5/15,Single Family,90043.0
7991,2505001046,15/12/2015,Single Family,91342.0
7992,5061017029,22/07/2015,Single Family,90016.0
7993,2511024030,9/1/15,Single Family,91342.0
7994,5149009048,22/01/2015,Single Family,90012.0
7995,6038004026,21/01/2015,Multi-Family,90003.0
7996,6074001002,7/1/15,Multi-Family,90003.0
7997,5542019022,17/04/2015,Single Family,90029.0
7998,5151027250,19/01/2015,Single Family,90017.0
7999,6005025005,19/06/2015,Multi-Family,90003.0
8000,5025009048,22/01/2015,Single Family,90016.0
8001,4008003027,26/08/2015,Single Family,90043.0
8002,5306001018,9/12/15,Single Family,90032.0
8003,5029002044,20/03/2015,Single Family,90008.0
8004,2606016024,14/04/2015,Single Family,91344.0
8005,5402006031,2/1/15,Multi-Family,90026.0
8006,2605002208,22/09/2015,Single Family,91344.0
8007,6030015001,1/6/15,Non-Residential,90003.0
8008,2544021007,3/8/15,Single Family,91352.0
8009,4125014022,28/01/2015,Multi-Family,90045.0
8010,2582007030,2/2/15,Single Family,91342.0
8011,2365022030,9/1/15,Single Family,91604.0
8012,2770007013,9/1/15,Single Family,91324.0
8013,7423028041,24/03/2015,Single Family,90744.0
8014,6035026003,4/3/15,Single Family,90047.0
8015,5108019002,28/01/2015,Multi-Family,90011.0
8016,5218019023,9/1/15,Multi-Family,90032.0
8017,2027016013,2/1/15,Single Family,91304.0
8018,5546020008,10/1/15,Single Family,90028.0
8019,2317010016,12/6/15,Single Family,91605.0
8020,5101027019,28/12/2015,Multi-Family,90037.0
8021,6050014025,2/2/15,Single Family,90002.0
8022,5474014016,19/03/2015,Non-Residential,90041.0
8023,2124006011,20/01/2015,Single Family,91335.0
8024,4230024027,22/12/2015,Single Family,90066.0
8025,5001035047,2/1/15,Multi-Family,90037.0
8026,2712005004,18/08/2015,Single Family,91344.0
8027,5183021019,24/06/2015,Multi-Family,90023.0
8028,2620010011,30/07/2015,Single Family,91331.0
8029,2558009011,26/08/2015,Single Family,91042.0
8030,2176003009,29/01/2015,Single Family,91356.0
8031,5537007024,6/2/15,Multi-Family,90029.0
8032,2153034034,8/1/15,Single Family,91356.0
8033,5072018003,26/01/2015,Multi-Family,90019.0
8034,5420021013,27/01/2015,Multi-Family,90026.0
8035,2108020017,4/11/15,Single Family,91306.0
8036,2104003015,5/1/15,Single Family,91335.0
8037,5462006015,27/02/2015,Single Family,90065.0
8038,5064003018,26/08/2015,Single Family,90019.0
8039,2639020018,20/03/2015,Single Family,91402.0
8040,2535023017,27/07/2015,Multi-Family,91331.0
8041,5163020084,4/5/15,Single Family,90012.0
8042,4226013031,1/4/15,Single Family,90291.0
8043,4009011016,15/06/2015,Single Family,90043.0
8044,2688021015,8/1/15,Single Family,91343.0
8045,4265015109,6/1/15,Single Family,90049.0
8046,5049010007,2/11/15,Multi-Family,90016.0
8047,2672030013,5/1/15,Single Family,91343.0
8048,5029012030,15/01/2015,Single Family,90008.0
8049,6022013024,2/3/15,Multi-Family,90003.0
8050,7416001026,28/07/2015,Single Family,90744.0
8051,2509013080,10/2/15,Single Family,91342.0
8052,4236004002,17/12/2015,Multi-Family,90291.0
8053,4211025066,16/01/2015,Single Family,90094.0
8054,2170007033,23/09/2015,Single Family,91364.0
8055,5189006003,16/01/2015,Multi-Family,90023.0
8056,5518012011,27/03/2015,Multi-Family,90004.0
8057,5185023013,24/09/2015,Single Family,90023.0
8058,5006019025,5/1/15,Single Family,90043.0
8059,6006026009,28/01/2015,Single Family,90003.0
8060,2627018013,15/05/2015,Single Family,91331.0
8061,5119013004,29/01/2015,Multi-Family,90011.0
8062,2340012014,17/02/2015,Single Family,91607.0
8063,2715016031,26/08/2015,Single Family,91326.0
8064,2605005011,9/1/15,Single Family,91344.0
8065,6016010009,22/01/2015,Single Family,90047.0
8066,2511017076,22/01/2015,Single Family,91342.0
8067,4230007095,13/01/2015,Single Family,90292.0
8068,2509013095,12/1/15,Single Family,91342.0
8069,6038008050,7/1/15,Single Family,90044.0
8070,5053004010,23/01/2015,Multi-Family,90018.0
8071,2036017020,24/12/2015,Single Family,91307.0
8072,2653022002,12/1/15,Single Family,91402.0
8073,2503012011,7/1/15,Single Family,91342.0
8074,5537004022,29/01/2015,Single Family,90029.0
8075,2512019036,19/01/2015,Single Family,91342.0
8076,2684013035,11/2/15,Single Family,91344.0
8077,2177007007,19/03/2015,Single Family,91356.0
8078,2316015014,16/01/2015,Single Family,91605.0
8079,2608019004,2/1/15,Single Family,91344.0
8080,5592014008,9/1/15,Single Family,90027.0
8081,2216038013,13/04/2015,Single Family,91405.0
8082,2108011023,19/03/2015,Single Family,91306.0
8083,2513013044,20/01/2015,Single Family,91340.0
8084,2787032011,7/1/15,Single Family,91325.0
8085,4211032095,29/01/2015,Single Family,90094.0
8086,2558018012,19/10/2015,Single Family,91042.0
8087,2167022005,30/01/2015,Single Family,91364.0
8088,6119004006,8/1/15,Single Family,90247.0
8089,2281006003,23/01/2015,Single Family,91403.0
8090,5538012005,20/10/2015,Single Family,90029.0
8091,7469002001,11/2/15,Multi-Family,90731.0
8092,5558022009,21/01/2015,Single Family,90069.0
8093,2171012067,7/1/15,Single Family,91364.0
8094,2234011033,29/01/2015,Single Family,91406.0
8095,6083029014,14/04/2015,Single Family,90061.0
8096,2033003016,21/08/2015,Single Family,91307.0
8097,4227003010,17/02/2015,Multi-Family,90291.0
8098,2381025015,21/08/2015,Single Family,91604.0
8099,2182013005,12/1/15,Single Family,91316.0
8100,2570001016,10/1/15,Single Family,91042.0
8101,5022022002,15/01/2015,Single Family,90008.0
8102,2148023001,29/01/2015,Single Family,91306.0
8103,2157003027,15/03/2015,Single Family,91356.0
8104,5046018002,8/1/15,Single Family,90016.0
8105,5560019027,11/2/15,Single Family,90069.0
8106,2532023053,8/1/15,Single Family,91331.0
8107,4490022017,27/08/2015,Single Family,90049.0
8108,5047003035,30/01/2015,Single Family,90016.0
8109,2255014013,7/1/15,Single Family,91316.0
8110,2747007142,9/3/15,Single Family,91311.0
8111,5518029012,5/1/15,Multi-Family,90004.0
8112,6030001008,22/09/2015,Single Family,90003.0
8113,4415021001,7/1/15,Single Family,90272.0
8114,2623011021,26/03/2015,Single Family,91331.0
8115,2601045009,6/1/15,Single Family,91344.0
8116,6038010039,31/07/2015,Multi-Family,90044.0
8117,2036015011,18/05/2015,Single Family,91307.0
8118,6042014005,22/01/2015,Single Family,90002.0
8119,4225004032,9/1/15,Multi-Family,90292.0
8120,6020025010,17/08/2015,Single Family,90044.0
8121,5093025033,26/01/2015,Single Family,90005.0
8122,7415012048,13/02/2015,Single Family,90744.0
8123,5113031032,27/01/2015,Single Family,90011.0
8124,2162011010,18/08/2015,Single Family,91316.0
8125,4003004014,12/3/15,Single Family,90043.0
8126,2309002018,30/04/2015,Single Family,91605.0
8127,2266022024,7/1/15,Single Family,91423.0
8128,5089010028,9/3/15,Single Family,90036.0
8129,5480023019,30/04/2015,Single Family,90041.0
8130,2380043015,8/1/15,Single Family,91604.0
8131,5188020027,3/9/15,Single Family,90023.0
8132,2690009004,6/4/15,Single Family,91325.0
8133,5503024025,21/01/2015,Single Family,90020.0
8134,2769024049,29/01/2015,Single Family,91325.0
8135,5069014023,2/2/15,Single Family,90019.0
8136,2686005021,6/1/15,Single Family,91343.0
8137,2221014008,11/5/15,Single Family,91405.0
8138,2504018066,28/01/2015,Single Family,91342.0
8139,5041021012,12/5/15,Single Family,90018.0
8140,5189002019,16/12/2015,Single Family,90023.0
8141,4302027003,8/1/15,Single Family,90034.0
8142,2127012075,12/5/15,Single Family,91335.0
8143,2762033002,30/01/2015,Single Family,91324.0
8144,6067004044,7/1/15,Single Family,90059.0
8145,5190011021,2/1/15,Multi-Family,90023.0
8146,5074013002,5/1/15,Single Family,90006.0
8147,5027005006,13/01/2015,Single Family,90008.0
8148,2216038007,6/1/15,Single Family,91405.0
8149,5109005038,7/1/15,Multi-Family,90011.0
8150,5090027003,8/10/15,Multi-Family,90005.0
8151,2563036022,30/01/2015,Single Family,91042.0
8152,2701063219,25/08/2015,Single Family,91326.0
8153,2250011010,11/3/15,Single Family,91411.0
8154,5404010005,26/01/2015,Multi-Family,90026.0
8155,6073020016,23/01/2015,Single Family,90061.0
8156,2649006029,11/5/15,Single Family,91345.0
8157,4405037006,8/12/15,Single Family,90049.0
8158,2722007084,21/01/2015,Single Family,91311.0
8159,5044005022,6/11/15,Single Family,90018.0
8160,2780004043,18/09/2015,Single Family,91306.0
8161,6035023024,17/02/2015,Single Family,90047.0
8162,5434002005,16/09/2015,Single Family,90027.0
8163,2156003040,28/01/2015,Single Family,91356.0
8164,2668014012,29/01/2015,Single Family,91344.0
8165,2214003012,30/06/2015,Single Family,91402.0
8166,6087019005,13/01/2015,Single Family,90061.0
8167,2416008044,6/1/15,Single Family,91601.0
8168,5028007081,8/1/15,Single Family,90008.0
8169,2701059001,18/03/2015,Single Family,91326.0
8170,5071024027,22/10/2015,Multi-Family,90019.0
8171,2047008002,8/1/15,Single Family,91367.0
8172,2551021023,29/10/2015,Single Family,91040.0
8173,6003025004,8/1/15,Multi-Family,90044.0
8174,5101026016,6/1/15,Single Family,90037.0
8175,4323012052,28/01/2015,Single Family,90025.0
8176,6048022060,30/06/2015,Multi-Family,90002.0
8177,2210015007,9/4/15,Single Family,91402.0
8178,2338020017,13/01/2015,Single Family,91601.0
8179,4356007044,8/1/15,Single Family,90210.0
8180,5485003036,29/01/2015,Single Family,90042.0
8181,5080034028,22/04/2015,Multi-Family,90006.0
8182,2174005021,7/1/15,Single Family,91364.0
8183,5081032009,21/01/2015,Single Family,90019.0
8184,4003003006,19/01/2015,Single Family,90043.0
8185,5464003011,18/08/2015,Single Family,90065.0
8186,4109004011,10/2/15,Single Family,90045.0
8187,2218014025,10/3/15,Single Family,91405.0
8188,5020024025,26/01/2015,Single Family,90037.0
8189,2653011008,8/1/15,Single Family,91343.0
8190,4007027010,22/01/2015,Single Family,90043.0
8191,2729006014,22/10/2015,Single Family,91324.0
8192,2138027026,8/7/15,Single Family,91303.0
8193,5083019020,20/02/2015,Multi-Family,90019.0
8194,6084008007,6/5/15,Single Family,90059.0
8195,5061003006,7/1/15,Single Family,90016.0
8196,2428026005,1/9/15,Single Family,90068.0
8197,5544008011,15/01/2015,Single Family,90027.0
8198,5077029006,24/02/2015,Multi-Family,90006.0
8199,2163025006,5/5/15,Single Family,91356.0
8200,5210026015,8/1/15,Multi-Family,90031.0
8201,2503022014,9/1/15,Single Family,91342.0
8202,5058003006,10/9/15,Multi-Family,90018.0
8203,4256023027,6/1/15,Single Family,90064.0
8204,6055005023,3/2/15,Single Family,90047.0
8205,4211025176,8/1/15,Single Family,90094.0
8206,5457020003,28/01/2015,Single Family,90065.0
8207,2510002033,9/3/15,Single Family,91342.0
8208,2747024048,11/2/15,Single Family,91311.0
8209,2045021003,29/01/2015,Single Family,91367.0
8210,2640008011,24/11/2015,Single Family,91331.0
8211,5206022011,22/09/2015,Multi-Family,90031.0
8212,2134015010,17/02/2015,Single Family,91306.0
8213,2734002010,7/1/15,Single Family,91325.0
8214,5071016014,21/10/2015,Single Family,90019.0
8215,2650009002,8/1/15,Single Family,91343.0
8216,6088018017,8/1/15,Single Family,90044.0
8217,5189002045,22/10/2015,Multi-Family,90023.0
8218,5015039008,4/5/15,Multi-Family,90043.0
8219,5462013080,2/1/15,Single Family,90065.0
8220,5304010013,8/1/15,Single Family,90031.0
8221,5022007030,23/02/2015,Single Family,90062.0
8222,2137019036,1/7/15,Single Family,91306.0
8223,2106017013,8/1/15,Single Family,91306.0
8224,2504018201,22/01/2015,Single Family,91342.0
8225,2560028002,16/04/2015,Single Family,91040.0
8226,5053030032,29/01/2015,Single Family,90018.0
8227,2322014013,9/1/15,Single Family,91606.0
8228,2786013031,24/09/2015,Single Family,91325.0
8229,5016025021,6/1/15,Single Family,90062.0
8230,2722026033,8/1/15,Single Family,91311.0
8231,6121003009,13/03/2015,Single Family,90248.0
8232,2617011020,9/10/15,Single Family,91345.0
8233,7467017008,10/1/15,Single Family,90731.0
8234,5669018002,10/3/15,Single Family,90041.0
8235,5684017009,10/7/15,Single Family,90065.0
8236,2513013042,21/12/2015,Single Family,91340.0
8237,6006031032,28/12/2015,Multi-Family,90003.0
8238,2741023017,10/7/15,Single Family,91311.0
8239,2023017017,8/1/15,Single Family,91303.0
8240,2656024028,26/01/2015,Single Family,91343.0
8241,2726003003,6/1/15,Single Family,91311.0
8242,2013024014,14/05/2015,Single Family,91304.0
8243,6036025004,2/11/15,Single Family,90047.0
8244,2676015015,24/03/2015,Single Family,91343.0
8245,4007025006,6/1/15,Single Family,90043.0
8246,5020024005,24/03/2015,Multi-Family,90037.0
8247,2202025006,18/05/2015,Single Family,91406.0
8248,5053010016,26/02/2015,Multi-Family,90018.0
8249,5716026025,15/01/2015,Single Family,90042.0
8250,2558016018,29/10/2015,Single Family,91042.0
8251,5014013027,14/07/2015,Single Family,90043.0
8252,5483019011,9/4/15,Single Family,90042.0
8253,2209041003,17/02/2015,Multi-Family,91402.0
8254,2556007001,4/11/15,Single Family,91040.0
8255,2870013041,29/01/2015,Single Family,91326.0
8256,7411005204,8/1/15,Single Family,90710.0
8257,6004019021,5/1/15,Multi-Family,90044.0
8258,2414004017,27/04/2015,Multi-Family,91606.0
8259,2190006012,28/01/2015,Single Family,91364.0
8260,5057007021,27/01/2015,Single Family,90016.0
8261,2333014005,23/06/2015,Single Family,91606.0
8262,5528005072,5/1/15,Single Family,90048.0
8263,2027019012,23/04/2015,Single Family,91307.0
8264,6041001018,24/01/2015,Single Family,90003.0
8265,4402017010,9/1/15,Single Family,90049.0
8266,6038014041,8/1/15,Single Family,90044.0
8267,2511003007,12/5/15,Single Family,91342.0
8268,5006024023,26/08/2015,Single Family,90043.0
8269,6075016008,11/2/15,Multi-Family,90044.0
8270,2504001015,26/01/2015,Multi-Family,91342.0
8271,7410018048,2/6/15,Non-Residential,90710.0
8272,2286004009,2/6/15,Single Family,91436.0
8273,5017011026,21/09/2015,Multi-Family,90037.0
8274,2178030032,8/1/15,Single Family,91356.0
8275,6013001017,16/09/2015,Single Family,90044.0
8276,4238010027,7/1/15,Multi-Family,90291.0
8277,5471001013,30/09/2015,Single Family,90065.0
8278,5585012020,14/01/2015,Single Family,90068.0
8279,2175025020,11/2/15,Single Family,91364.0
8280,2201013008,10/7/15,Single Family,91325.0
8281,6072007007,2/1/15,Multi-Family,90059.0
8282,4241030006,22/06/2015,Single Family,90291.0
8283,2543019012,7/1/15,Single Family,91040.0
8284,2242015001,17/02/2015,Single Family,91411.0
8285,2266013015,21/10/2015,Single Family,91423.0
8286,5589029005,4/5/15,Single Family,90027.0
8287,5020001020,3/4/15,Multi-Family,90037.0
8288,2619028004,28/01/2015,Single Family,91331.0
8289,5014023006,31/08/2015,Single Family,90043.0
8290,5576016016,14/01/2015,Single Family,90068.0
8291,5221012134,9/3/15,Single Family,90032.0
8292,5186007081,24/02/2015,Multi-Family,90063.0
8293,2254007006,7/8/15,Single Family,91316.0
8294,2238022007,12/1/15,Single Family,91401.0
8295,2645009043,5/2/15,Single Family,91331.0
8296,5191015011,8/1/15,Multi-Family,90023.0
8297,6072028011,8/1/15,Single Family,90059.0
8298,6057003012,3/2/15,Single Family,90047.0
8299,2513014042,28/01/2015,Single Family,91340.0
8300,2405019009,15/09/2015,Single Family,91504.0
8301,2640030009,29/01/2015,Single Family,91331.0
8302,2763021038,31/10/2015,Single Family,91324.0
8303,2682017012,3/11/15,Single Family,91344.0
8304,5471024009,9/4/15,Single Family,90065.0
8305,7413011033,15/04/2015,Multi-Family,90710.0
8306,5048021023,24/06/2015,Single Family,90016.0
8307,5457027001,27/01/2015,Multi-Family,90065.0
8308,5046006028,5/1/15,Multi-Family,90016.0
8309,2214026015,27/08/2015,Multi-Family,91402.0
8310,5003008023,29/01/2015,Multi-Family,90062.0
8311,4327004003,23/10/2015,Single Family,90024.0
8312,2424006030,29/01/2015,Multi-Family,91602.0
8313,6033015018,26/01/2015,Multi-Family,90044.0
8314,2017025066,16/01/2015,Single Family,91304.0
8315,4229008033,2/2/15,Single Family,90292.0
8316,5057025024,8/1/15,Single Family,90016.0
8317,6050031016,7/1/15,Single Family,90002.0
8318,2034006022,9/1/15,Single Family,91307.0
8319,2329002016,9/2/15,Single Family,91401.0
8320,5077002069,31/03/2015,Single Family,90020.0
8321,6012002030,4/2/15,Single Family,90003.0
8322,6003029021,18/08/2015,Single Family,90044.0
8323,2168001003,9/1/15,Non-Residential,91364.0
8324,6023019013,10/1/15,Single Family,90001.0
8325,2217011006,30/01/2015,Single Family,91405.0
8326,2556009021,27/01/2015,Single Family,91040.0
8327,5206024003,13/05/2015,Multi-Family,90031.0
8328,5075019022,5/1/15,Single Family,90006.0
8329,2660001028,28/01/2015,Single Family,91345.0
8330,2564006017,21/01/2015,Single Family,91042.0
8331,5467016006,9/1/15,Multi-Family,90042.0
8332,2233004009,7/1/15,Single Family,91406.0
8333,2543030004,21/09/2015,Single Family,91040.0
8334,7411005205,2/4/15,Single Family,90710.0
8335,5106018009,4/6/15,Non-Residential,90011.0
8336,5474011018,3/9/15,Multi-Family,90041.0
8337,2266013100,7/1/15,Single Family,91423.0
8338,5218014025,14/08/2015,Multi-Family,90032.0
8339,2190006025,6/1/15,Single Family,91364.0
8340,4321013050,29/01/2015,Single Family,90025.0
8341,2747014198,7/1/15,Single Family,91311.0
8342,2509007029,14/04/2015,Single Family,91342.0
8343,7445019058,17/03/2015,Single Family,90732.0
8344,2156029030,29/01/2015,Single Family,91356.0
8345,5180007030,26/10/2015,Multi-Family,90033.0
8346,2530034024,19/01/2015,Single Family,91342.0
8347,2103018030,7/1/15,Single Family,91335.0
8348,6083001008,28/07/2015,Multi-Family,90061.0
8349,2642003021,5/2/15,Single Family,91331.0
8350,5575001045,26/01/2015,Single Family,90068.0
8351,5015025010,27/08/2015,Multi-Family,90062.0
8352,6054023026,21/04/2015,Single Family,90044.0
8353,2255009016,14/08/2015,Single Family,91316.0
8354,6018015005,29/01/2015,Single Family,90047.0
8355,5517017007,13/02/2015,Single Family,90004.0
8356,2648014055,2/3/15,Single Family,91345.0
8357,5085016003,28/12/2015,Multi-Family,90019.0
8358,6042022013,9/1/15,Single Family,90002.0
8359,5070012028,21/01/2015,Single Family,90019.0
8360,5064014019,6/1/15,Multi-Family,90019.0
8361,5042006024,27/01/2015,Multi-Family,90018.0
8362,4228003002,28/01/2015,Multi-Family,90291.0
8363,5037023029,1/9/15,Single Family,90037.0
8364,7410018028,8/6/15,Single Family,90710.0
8365,5018016012,16/01/2015,Multi-Family,90037.0
8366,2781031015,26/01/2015,Single Family,91306.0
8367,2615010001,2/2/15,Single Family,91345.0
8368,4116033013,19/01/2015,Multi-Family,90293.0
8369,2329026002,27/01/2015,Single Family,91401.0
8370,2649017002,19/10/2015,Single Family,91345.0
8371,2257001009,8/1/15,Single Family,91316.0
8372,2769011005,14/01/2015,Single Family,91325.0
8373,2157014067,26/05/2015,Single Family,91356.0
8374,2510011023,22/01/2015,Single Family,91342.0
8375,6037007018,19/10/2015,Single Family,90047.0
8376,2545014024,16/01/2015,Single Family,91040.0
8377,2146037170,18/08/2015,Single Family,91367.0
8378,4001010019,7/1/15,Single Family,90056.0
8379,2651014035,22/10/2015,Single Family,91402.0
8380,5453019004,18/03/2015,Single Family,90065.0
8381,5034018049,12/3/15,Single Family,90008.0
8382,5404006021,27/03/2015,Single Family,90026.0
8383,5085031012,10/2/15,Single Family,90019.0
8384,4119037205,9/1/15,Single Family,90293.0
8385,4116002085,4/12/15,Single Family,90293.0
8386,5521004005,30/06/2015,Multi-Family,90004.0
8387,5160019002,14/01/2015,Vacant Residential,90026.0
8388,6058003021,11/3/15,Single Family,90047.0
8389,2309028003,21/01/2015,Single Family,91605.0
8390,2159023027,8/1/15,Single Family,91316.0
8391,2428023005,21/01/2015,Single Family,90068.0
8392,2748013050,8/1/15,Single Family,91311.0
8393,2644026200,9/1/15,Single Family,91402.0
8394,5045008003,14/04/2015,Single Family,90008.0
8395,6072024017,27/11/2015,Single Family,90059.0
8396,2624013011,26/08/2015,Single Family,91331.0
8397,2536017044,1/10/15,Single Family,91331.0
8398,5051009017,27/02/2015,Multi-Family,90018.0
8399,2622003007,19/03/2015,Single Family,91331.0
8400,5486006013,2/1/15,Single Family,90042.0
8401,2871006013,26/01/2015,Single Family,91326.0
8402,2646010021,8/1/15,Single Family,91331.0
8403,2708003014,1/7/15,Single Family,91326.0
8404,7463014028,6/1/15,Single Family,90731.0
8405,4103020005,6/1/15,Single Family,90045.0
8406,5018010004,15/01/2015,Single Family,90037.0
8407,5186008030,12/6/15,Single Family,90063.0
8408,5026007005,26/01/2015,Single Family,90008.0
8409,6033025008,19/06/2015,Single Family,90044.0
8410,2410015001,18/08/2015,Single Family,91352.0
8411,4431018001,17/08/2015,Single Family,90272.0
8412,5502023038,24/04/2015,Single Family,90020.0
8413,6019015005,12/2/15,Single Family,90044.0
8414,6029020019,31/07/2015,Single Family,90001.0
8415,4431001001,28/01/2015,Single Family,90272.0
8416,2222023008,9/3/15,Single Family,91406.0
8417,2511015005,17/12/2015,Single Family,91342.0
8418,2337022017,21/10/2015,Single Family,91601.0
8419,2694019016,23/06/2015,Single Family,91325.0
8420,2629015048,2/2/15,Single Family,91352.0
8421,2509018006,5/1/15,Single Family,91342.0
8422,5180021016,20/01/2015,Single Family,90033.0
8423,2640005013,20/11/2015,Single Family,91331.0
8424,2386013002,15/01/2015,Single Family,91423.0
8425,2127010030,8/1/15,Single Family,91335.0
8426,6086029003,29/09/2015,Single Family,90059.0
8427,5015028012,14/01/2015,Single Family,90043.0
8428,2124015043,24/03/2015,Single Family,91335.0
8429,5556011048,26/01/2015,Single Family,90046.0
8430,2558011010,26/08/2015,Single Family,91042.0
8431,2263031022,8/1/15,Single Family,91403.0
8432,5435008008,14/07/2015,Multi-Family,90039.0
8433,5561015013,9/4/15,Single Family,90069.0
8434,2556013011,8/1/15,Single Family,91040.0
8435,5153002006,8/1/15,Single Family,90057.0
8436,2289014009,7/1/15,Non-Residential,91316.0
8437,2534006014,17/02/2015,Single Family,91331.0
8438,2216009013,11/9/15,Single Family,91405.0
8439,2501003042,10/2/15,Single Family,91342.0
8440,7410020034,5/1/15,Multi-Family,90710.0
