,APN,Registered Date,Property Type,Property Zip
16297,2623002023,1/20/16,Single Family,91331.0
16298,2538017016,1/4/16,Single Family,91352.0
16299,2167017018,1/14/16,Single Family,91364.0
16300,5051004020,10/18/16,Multi-Family,90018.0
16301,5430013038,10/7/16,Single Family,90027.0
16302,7420009028,1/4/16,Multi-Family,90744.0
16303,6051017035,1/4/16,Single Family,90002.0
16304,5186009009,10/26/16,Multi-Family,90063.0
16305,2608032044,9/7/16,Single Family,91344.0
16306,2733007031,1/15/16,Single Family,91344.0
16307,2410014008,1/2/16,Single Family,91352.0
16308,2218018024,10/14/16,Single Family,91405.0
16309,5057018020,6/30/16,Single Family,90016.0
16310,2782034001,1/4/16,Single Family,91324.0
16311,2032029030,11/25/16,Single Family,91367.0
16312,5525026031,1/21/16,Single Family,90036.0
16313,5437025026,1/6/16,Single Family,90039.0
16314,6032033004,12/2/16,Single Family,90003.0
16315,2242015011,3/3/16,Single Family,91411.0
16316,2682021035,4/21/16,Single Family,91344.0
16317,4379004018,8/9/16,Single Family,90077.0
16318,5211013073,12/6/16,Single Family,90031.0
16319,5419021003,1/5/16,Single Family,90026.0
16320,2511019008,3/4/16,Single Family,91342.0
16321,6033012028,12/28/16,Single Family,90044.0
16322,5003030021,6/27/16,Single Family,90062.0
16323,2172032032,12/2/16,Single Family,91364.0
16324,2504010105,7/6/16,Single Family,91342.0
16325,2116006045,12/21/16,Single Family,91335.0
16326,2014013011,3/17/16,Single Family,91304.0
16327,5023025009,10/21/16,Single Family,90008.0
16328,2646014029,1/4/16,Single Family,91331.0
16329,5479023007,6/23/16,Single Family,90042.0
16330,2546007023,9/7/16,Single Family,91040.0
16331,4323013197,1/4/16,Single Family,90025.0
16332,5309014016,12/22/16,Single Family,90032.0
16333,5066021027,1/4/16,Single Family,90019.0
16334,5047003001,10/17/16,Single Family,90016.0
16335,2715001029,11/15/16,Single Family,91326.0
16336,6014022020,5/18/16,Single Family,90044.0
16337,5306010050,11/17/16,Multi-Family,90032.0
16338,2263038084,1/4/16,Single Family,91403.0
16339,2822006004,1/4/16,Single Family,91326.0
16340,2722036032,8/12/16,Single Family,91311.0
16341,2261012014,1/4/16,Single Family,91436.0
16342,2654030031,3/29/16,Single Family,91343.0
16343,2242015011,2/11/16,Single Family,91411.0
16344,2033010011,5/6/16,Single Family,91307.0
16345,7428003028,1/2/16,Single Family,90744.0
16346,2530026003,3/4/16,Single Family,91342.0
16347,2566016013,3/3/16,Single Family,91042.0
16348,4360004170,12/2/16,Single Family,90024.0
16349,2231023055,11/14/16,Multi-Family,91406.0
16350,2513022024,10/26/16,Single Family,91340.0
16351,4305027015,10/25/16,Single Family,90035.0
16352,6042027018,8/23/16,Single Family,90002.0
16353,2534012012,12/5/16,Single Family,91331.0
16354,2038039033,5/26/16,Single Family,91307.0
16355,5006022002,12/7/16,Single Family,90043.0
16356,4262015076,1/22/16,Single Family,90025.0
16357,2034029045,1/2/16,Single Family,91307.0
16358,5423003024,1/6/16,Multi-Family,90026.0
16359,2221016001,12/28/16,Single Family,91405.0
16360,4325005014,11/3/16,Single Family,90024.0
16361,5050018018,9/30/16,Single Family,90016.0
16362,5486019020,10/7/16,Single Family,90042.0
16363,5186012014,1/5/16,Single Family,90063.0
16364,5057017023,1/5/16,Single Family,90016.0
16365,5185020017,2/2/16,Multi-Family,90023.0
16366,6117017023,1/21/16,Single Family,90044.0
16367,5036001020,11/30/16,Multi-Family,90062.0
16368,2034032041,1/6/16,Single Family,91307.0
16369,5427013025,1/20/16,Multi-Family,90029.0
16370,5219003008,8/12/16,Single Family,91803.0
16371,6033007032,10/12/16,Single Family,90044.0
16372,5056016015,1/27/16,Multi-Family,90006.0
16373,4114036013,1/14/16,Single Family,90045.0
16374,5023026001,4/20/16,Single Family,90008.0
16375,5144028055,11/10/16,Single Family,90017.0
16376,4325001114,2/18/16,Single Family,90024.0
16377,5042020008,1/28/16,Single Family,90018.0
16378,6004019021,1/4/16,Multi-Family,90044.0
16379,5055016011,10/7/16,Single Family,90007.0
16380,2206037001,11/2/16,Single Family,91406.0
16381,5538012003,1/6/16,Single Family,90029.0
16382,2319018009,1/2/16,Multi-Family,91606.0
16383,2214026089,12/8/16,Single Family,91403.0
16384,2689026013,1/4/16,Single Family,91343.0
16385,2116006071,1/2/16,Single Family,91335.0
16386,2633019020,1/27/16,Single Family,91352.0
16387,2315004003,11/14/16,Single Family,91352.0
16388,5185023011,1/6/16,Single Family,90023.0
16389,2602017008,1/6/16,Single Family,91344.0
16390,2766002002,12/7/16,Single Family,91325.0
16391,7463011040,1/6/16,Single Family,90731.0
16392,2745002116,2/17/16,Single Family,91311.0
16393,2651020024,12/8/16,Single Family,91343.0
16394,4265019142,12/13/16,Single Family,90049.0
16395,4227003010,1/3/16,Multi-Family,90291.0
16396,2129021122,3/3/16,Single Family,91335.0
16397,2701052058,1/2/16,Single Family,91326.0
16398,2761018018,12/7/16,Single Family,91311.0
16399,4114015010,9/19/16,Single Family,90045.0
16400,2414029017,1/6/16,Single Family,91606.0
16401,5586019057,11/10/16,Single Family,90068.0
16402,5588029022,1/6/16,Single Family,90027.0
16403,6069008010,11/2/16,Single Family,90059.0
16404,5003023019,11/23/16,Single Family,90062.0
16405,5526017010,10/17/16,Single Family,90036.0
16406,6052031010,10/20/16,Single Family,90003.0
16407,5034020005,3/25/16,Single Family,90008.0
16408,5006005024,12/7/16,Single Family,90043.0
16409,2606025001,12/7/16,Single Family,91344.0
16410,6052004026,8/22/16,Single Family,90003.0
16411,2203001024,1/2/16,Single Family,91406.0
16412,2163021029,1/4/16,Single Family,91356.0
16413,2203021018,1/29/16,Single Family,91406.0
16414,2128005043,10/12/16,Single Family,91335.0
16415,5560024013,8/24/16,Single Family,90069.0
16416,5063008009,11/23/16,Single Family,90016.0
16417,5073028021,11/3/16,Multi-Family,90018.0
16418,6003001028,1/4/16,Multi-Family,90044.0
16419,6014035015,10/4/16,Single Family,90044.0
16420,5093027176,8/10/16,Single Family,90010.0
16421,5582002013,1/5/16,Single Family,90068.0
16422,2316028027,12/12/16,Single Family,91605.0
16423,2414011008,11/9/16,Single Family,91606.0
16424,6034026024,11/28/16,Single Family,90047.0
16425,6011010054,6/27/16,Multi-Family,90003.0
16426,2311009035,12/2/16,Single Family,91605.0
16427,2707022009,1/4/16,Single Family,91311.0
16428,5056016015,1/6/16,Multi-Family,90006.0
16429,5075027008,1/6/16,Multi-Family,90006.0
16430,2214026096,12/6/16,Single Family,91403.0
16431,2259013024,12/23/16,Single Family,91436.0
16432,6004011005,12/14/16,Multi-Family,90044.0
16433,5474007022,5/24/16,Multi-Family,90041.0
16434,6003025004,1/4/16,Multi-Family,90044.0
16435,5207005011,10/26/16,Multi-Family,90031.0
16436,6075003012,7/13/16,Single Family,90044.0
16437,2872011016,11/23/16,Single Family,91326.0
16438,2129023011,11/9/16,Single Family,91335.0
16439,2531027002,1/4/16,Single Family,91342.0
16440,5502022052,1/7/16,Single Family,90020.0
16441,5006010011,1/8/16,Single Family,90043.0
16442,2416008042,1/16/16,Single Family,91601.0
16443,2164020018,3/8/16,Single Family,91356.0
16444,2036017011,12/20/16,Single Family,91307.0
16445,2532010106,1/2/16,Single Family,91331.0
16446,4242032010,1/2/16,Single Family,90291.0
16447,5121012022,6/30/16,Multi-Family,90011.0
16448,6015006001,8/2/16,Single Family,90047.0
16449,2513001014,10/18/16,Single Family,91342.0
16450,4431005004,1/4/16,Single Family,90272.0
16451,5016033001,1/18/16,Multi-Family,90062.0
16452,2172023044,1/28/16,Single Family,91364.0
16453,5207024024,2/1/16,Multi-Family,90031.0
16454,6075003012,12/7/16,Single Family,90044.0
16455,5476015023,4/1/16,Single Family,90042.0
16456,2502002089,6/6/16,Single Family,91342.0
16457,2329011006,12/7/16,Single Family,91405.0
16458,2601045009,1/6/16,Single Family,91344.0
16459,2113010011,5/17/16,Single Family,91306.0
16460,2111002039,11/9/16,Single Family,91304.0
16461,5186009009,1/28/16,Multi-Family,90063.0
16462,4360029143,11/9/16,Single Family,90024.0
16463,5048025010,10/25/16,Single Family,90016.0
16464,5160011005,1/6/16,Multi-Family,90026.0
16465,4382029106,5/3/16,Single Family,90077.0
16466,5558021017,11/16/16,Single Family,90069.0
16467,2417017023,1/28/16,Single Family,91601.0
16468,4330005088,10/29/16,Single Family,90035.0
16469,6050022015,9/1/16,Single Family,90002.0
16470,2633033015,11/23/16,Single Family,91352.0
16471,5081007017,1/6/16,Multi-Family,90019.0
16472,2226024027,10/19/16,Single Family,91406.0
16473,5018028009,1/6/16,Multi-Family,90037.0
16474,5060005010,12/21/16,Single Family,90016.0
16475,2530038054,4/18/16,Single Family,91342.0
16476,5061006031,11/23/16,Single Family,90016.0
16477,5507007011,12/8/16,Single Family,90036.0
16478,2026026010,11/10/16,Single Family,91307.0
16479,7414015010,6/7/16,Single Family,90744.0
16480,4321014005,11/28/16,Single Family,90025.0
16481,5034007012,1/4/16,Single Family,90008.0
16482,2511013004,12/21/16,Single Family,91342.0
16483,2678021007,1/4/16,Single Family,91343.0
16484,4237022009,1/2/16,Multi-Family,90291.0
16485,2784006035,10/26/16,Single Family,91324.0
16486,2615017046,11/21/16,Single Family,91345.0
16487,2403023003,12/16/16,Single Family,91352.0
16488,2036017011,1/2/16,Single Family,91307.0
16489,2764017039,1/4/16,Single Family,91325.0
16490,2108003025,8/12/16,Single Family,91306.0
16491,2276011054,11/23/16,Single Family,91403.0
16492,5464008004,5/9/16,Single Family,90065.0
16493,5111018007,10/26/16,Single Family,90037.0
16494,4123015003,12/15/16,Single Family,90045.0
16495,2246003041,12/7/16,Single Family,91401.0
16496,2761033005,12/16/16,Single Family,91324.0
16497,6015032031,12/13/16,Single Family,90047.0
16498,2266022024,1/4/16,Single Family,91423.0
16499,6016010025,10/18/16,Single Family,90047.0
16500,6023014013,12/2/16,Single Family,90001.0
16501,4204020084,1/2/16,Single Family,90016.0
16502,6034007025,1/5/16,Single Family,90047.0
16503,5503024129,1/2/16,Single Family,90020.0
16504,2617007043,1/6/16,Single Family,91331.0
16505,5119025004,1/5/16,Single Family,90011.0
16506,4262021091,12/15/16,Single Family,90025.0
16507,5548025068,11/23/16,Single Family,90046.0
16508,5002012012,1/4/16,Single Family,90037.0
16509,2523012003,11/18/16,Single Family,91340.0
16510,2404016010,11/4/16,Single Family,91352.0
16511,2546007023,1/6/16,Single Family,91040.0
16512,2582005046,5/5/16,Single Family,91342.0
16513,2680012019,1/29/16,Single Family,91344.0
16514,6067023034,1/4/16,Non-Residential,90059.0
16515,5507002002,3/28/16,Single Family,90020.0
16516,4492029001,1/7/16,Single Family,90049.0
16517,2747008085,12/12/16,Single Family,91311.0
16518,5215011021,6/1/16,Single Family,90032.0
16519,2171024040,1/2/16,Single Family,91364.0
16520,5431037020,1/3/16,Single Family,90026.0
16521,5046031017,12/17/16,Single Family,90016.0
16522,2225005012,5/13/16,Single Family,91406.0
16523,7411030029,6/16/16,Multi-Family,90717.0
16524,5691011002,1/8/16,Single Family,90041.0
16525,6037019012,12/12/16,Single Family,90047.0
16526,4127019020,5/25/16,Single Family,90045.0
16527,6002015012,10/20/16,Multi-Family,90047.0
16528,5027015030,4/21/16,Single Family,90008.0
16529,7414014011,11/23/16,Single Family,90744.0
16530,6050029011,1/4/16,Single Family,90002.0
16531,2225002045,1/4/16,Single Family,91406.0
16532,2328012003,12/2/16,Single Family,91405.0
16533,2024019010,1/6/16,Single Family,91307.0
16534,2678011003,1/6/16,Single Family,91343.0
16535,2696023014,12/15/16,Single Family,91344.0
16536,2358019015,12/7/16,Single Family,91423.0
16537,2233003012,1/2/16,Single Family,91406.0
16538,2334009031,12/15/16,Single Family,91606.0
16539,7469001012,12/6/16,Single Family,90731.0
16540,5015037027,5/26/16,Single Family,90043.0
16541,6014022021,7/7/16,Single Family,90044.0
16542,4004004025,9/7/16,Multi-Family,90043.0
16543,2156029099,1/4/16,Single Family,91356.0
16544,2715032033,1/7/16,Single Family,91326.0
16545,5035025025,12/20/16,Single Family,90062.0
16546,2102020015,2/16/16,Single Family,91335.0
16547,5002019003,1/5/16,Single Family,90037.0
16548,2423017113,11/15/16,Single Family,91602.0
16549,2221020037,11/2/16,Single Family,91405.0
16550,5691015005,12/20/16,Single Family,90041.0
16551,6087015024,11/18/16,Single Family,90061.0
16552,2190003026,8/3/16,Single Family,91364.0
16553,4294006056,1/28/16,Single Family,90292.0
16554,2257008018,10/21/16,Single Family,91316.0
16555,2607018023,11/20/16,Single Family,91344.0
16556,2523015011,11/29/16,Single Family,91331.0
16557,2647019005,1/4/16,Single Family,91331.0
16558,2329002010,1/4/16,Multi-Family,91401.0
16559,2631033057,1/8/16,Single Family,91352.0
16560,2321011043,11/28/16,Single Family,91605.0
16561,6023001015,12/2/16,Single Family,90001.0
16562,2407010013,1/4/16,Single Family,91352.0
16563,2045014003,12/14/16,Single Family,91367.0
16564,6067009066,11/22/16,Single Family,90059.0
16565,2780026016,6/27/16,Single Family,91306.0
16566,2560023001,1/4/16,Single Family,91040.0
16567,5555026024,11/14/16,Single Family,90069.0
16568,2210027037,10/25/16,Single Family,91405.0
16569,4238022005,11/22/16,Multi-Family,90291.0
16570,2265003026,11/1/16,Single Family,91403.0
16571,2647010027,1/2/16,Single Family,91345.0
16572,5220004010,1/4/16,Single Family,90032.0
16573,2504022085,10/24/16,Single Family,91342.0
16574,5087012024,1/7/16,Single Family,90035.0
16575,5074013002,1/29/16,Single Family,90006.0
16576,2755009014,1/4/16,Single Family,91325.0
16577,5571022010,11/11/16,Single Family,90046.0
16578,2542011017,10/27/16,Single Family,91040.0
16579,4003017009,12/9/16,Single Family,90043.0
16580,2669020027,10/26/16,Single Family,91343.0
16581,2727023011,12/15/16,Single Family,91311.0
16582,2768028012,12/29/16,Single Family,91325.0
16583,5116005029,10/24/16,Multi-Family,90011.0
16584,4104002019,12/23/16,Single Family,90045.0
16585,6039010019,4/4/16,Single Family,90044.0
16586,6053010021,3/18/16,Multi-Family,90003.0
16587,4260029014,1/5/16,Single Family,90064.0
16588,5493034029,2/29/16,Single Family,90042.0
16589,4379005060,1/21/16,Single Family,90077.0
16590,5085021038,1/4/16,Single Family,90019.0
16591,2233021035,1/18/16,Single Family,91406.0
16592,2105008014,11/9/16,Single Family,91335.0
16593,2707003016,10/18/16,Single Family,91311.0
16594,5033007009,1/6/16,Single Family,90008.0
16595,5110008034,1/4/16,Multi-Family,90037.0
16596,2651016005,11/17/16,Non-Residential,0.0
16597,6053016027,5/13/16,Single Family,90003.0
16598,5424013016,1/4/16,Single Family,90026.0
16599,6018001023,9/7/16,Multi-Family,90047.0
16600,5003010019,10/14/16,Multi-Family,90062.0
16601,6052017010,6/23/16,Single Family,90003.0
16602,5516021007,11/2/16,Single Family,90004.0
16603,5020002022,12/5/16,Single Family,90037.0
16604,6087020008,10/6/16,Single Family,90061.0
16605,2685016004,1/2/16,Single Family,91343.0
16606,2321010072,1/20/16,Single Family,91605.0
16607,2168001036,1/4/16,Single Family,91364.0
16608,5006026012,4/18/16,Single Family,90043.0
16609,2175018027,12/2/16,Single Family,91364.0
16610,6071016016,11/2/16,Single Family,90059.0
16611,2638026029,1/18/16,Single Family,91402.0
16612,4308017017,12/27/16,Single Family,90064.0
16613,2261025072,1/4/16,Single Family,91436.0
16614,4407011021,4/28/16,Single Family,90049.0
16615,5486026018,6/3/16,Multi-Family,90042.0
16616,6001023027,11/2/16,Single Family,90047.0
16617,5060010029,11/28/16,Multi-Family,90018.0
16618,5527039016,1/13/16,Multi-Family,90036.0
16619,2532021005,1/7/16,Single Family,91331.0
16620,2344011019,5/24/16,Single Family,91401.0
16621,2429012012,11/17/16,Single Family,90068.0
16622,2532028003,12/7/16,Single Family,91331.0
16623,5051019024,11/14/16,Single Family,90018.0
16624,2257020214,4/18/16,Single Family,91436.0
16625,2605003020,1/2/16,Single Family,91344.0
16626,5029002053,5/6/16,Non-Residential,90008.0
16627,5015007009,12/1/16,Single Family,90062.0
16628,2747023172,10/17/16,Single Family,91311.0
16629,2582022010,12/6/16,Single Family,91342.0
16630,4360034209,8/15/16,Multi-Family,90024.0
16631,2532007012,12/16/16,Single Family,91331.0
16632,2533006031,8/25/16,Single Family,91331.0
16633,2218021043,11/4/16,Single Family,91405.0
16634,4002026008,3/23/16,Single Family,90043.0
16635,2745012051,12/1/16,Single Family,91311.0
16636,2535024002,1/2/16,Single Family,91331.0
16637,5113032014,3/9/16,Multi-Family,90011.0
16638,2157015011,10/31/16,Single Family,91356.0
16639,6084010016,3/9/16,Single Family,90059.0
16640,5050019031,8/10/16,Single Family,90016.0
16641,6015002008,10/21/16,Multi-Family,90047.0
16642,5053021011,1/18/16,Multi-Family,90018.0
16643,6065005006,4/5/16,Single Family,90002.0
16644,5454013012,11/17/16,Single Family,90065.0
16645,5016033001,4/22/16,Multi-Family,90062.0
16646,2119013016,11/23/16,Single Family,91335.0
16647,5032015003,11/8/16,Multi-Family,90008.0
16648,5036001031,4/22/16,Multi-Family,90062.0
16649,2345022015,3/7/16,Single Family,91401.0
16650,5082002011,10/19/16,Single Family,90019.0
16651,2151008048,1/2/16,Single Family,91367.0
16652,5511038003,2/26/16,Multi-Family,90048.0
16653,6020034017,11/10/16,Multi-Family,90003.0
16654,2339004036,12/2/16,Single Family,91607.0
16655,2559023002,1/4/16,Single Family,91040.0
16656,6005006028,1/4/16,Single Family,90003.0
16657,2661017002,1/5/16,Single Family,91343.0
16658,5040011017,5/24/16,Single Family,90007.0
16659,5025009048,1/25/16,Single Family,90016.0
16660,5006005021,11/17/16,Single Family,90043.0
16661,2656006029,10/12/16,Single Family,91343.0
16662,2621019006,10/19/16,Single Family,91331.0
16663,5436021042,2/29/16,Single Family,90039.0
16664,5427003006,12/7/16,Single Family,90029.0
16665,6034030022,1/29/16,Single Family,90047.0
16666,5106019009,4/21/16,Multi-Family,90011.0
16667,5216014018,6/22/16,Single Family,90032.0
16668,7411022138,1/28/16,Single Family,90710.0
16669,2615011029,11/22/16,Single Family,91345.0
16670,4306020016,1/27/16,Single Family,90035.0
16671,2684017015,1/5/16,Single Family,91344.0
16672,6042014027,10/21/16,Single Family,90002.0
16673,5107029016,1/5/16,Multi-Family,90011.0
16674,2669024004,1/15/16,Single Family,91343.0
16675,2137009010,4/28/16,Single Family,91306.0
16676,7420020006,12/2/16,Single Family,90744.0
16677,7445010060,10/25/16,Single Family,90732.0
16678,2706015011,1/6/16,Single Family,91311.0
16679,2625033022,2/26/16,Single Family,91331.0
16680,2527021012,1/6/16,Single Family,91331.0
16681,6046001033,8/25/16,Single Family,90002.0
16682,2557024015,1/7/16,Single Family,91042.0
16683,5001014006,12/8/16,Single Family,90037.0
16684,2512025065,11/23/16,Single Family,91342.0
16685,2137005001,2/29/16,Single Family,91306.0
16686,5502027020,1/15/16,Non-Residential,90020.0
16687,5427013027,1/6/16,Multi-Family,90029.0
16688,2220004092,1/21/16,Single Family,91405.0
16689,5042006035,3/18/16,Single Family,90018.0
16690,6003016026,10/31/16,Multi-Family,90044.0
16691,2545003008,1/21/16,Single Family,91040.0
16692,2741006008,1/4/16,Single Family,91311.0
16693,2625005022,1/15/16,Single Family,91331.0
16694,2220004092,1/4/16,Single Family,91405.0
16695,5588029022,8/12/16,Single Family,90027.0
16696,2135026003,4/18/16,Single Family,91306.0
16697,6011002043,10/21/16,Multi-Family,90003.0
16698,2317001028,10/21/16,Non-Residential,91605.0
16699,2230022002,1/4/16,Single Family,91406.0
16700,2301017024,12/8/16,Single Family,91605.0
16701,5464016028,3/4/16,Single Family,90065.0
16702,2629010009,5/19/16,Single Family,91352.0
16703,2220006043,1/4/16,Single Family,91405.0
16704,5485025023,8/9/16,Single Family,90042.0
16705,2368004075,11/14/16,Single Family,91604.0
16706,5514007028,1/4/16,Single Family,90048.0
16707,5144020170,12/30/16,Multi-Family,90017.0
16708,6029020019,1/15/16,Single Family,90001.0
16709,2116018119,1/2/16,Single Family,91335.0
16710,5442026025,1/6/16,Multi-Family,90039.0
16711,2728003014,10/21/16,Single Family,91326.0
16712,2102026011,8/25/16,Single Family,91335.0
16713,4008020018,12/13/16,Single Family,90043.0
16714,2172026031,6/7/16,Single Family,91364.0
16715,4263039017,10/14/16,Multi-Family,90025.0
16716,5101005019,1/4/16,Single Family,90011.0
16717,5549022015,11/21/16,Single Family,90068.0
16718,2745002116,1/21/16,Single Family,91311.0
16719,2360013032,10/4/16,Single Family,91423.0
16720,5005004011,1/11/16,Multi-Family,90043.0
16721,7415016021,1/4/16,Single Family,90744.0
16722,4240007022,1/12/16,Single Family,90291.0
16723,2172030075,1/13/16,Single Family,91364.0
16724,2629028023,1/2/16,Single Family,91331.0
16725,2644016037,11/1/16,Single Family,91331.0
16726,5106022002,8/18/16,Non-Residential,90011.0
16727,2157015011,4/28/16,Single Family,91356.0
16728,7439020101,11/7/16,Single Family,90710.0
16729,2668007017,12/21/16,Single Family,91344.0
16730,6003028016,3/28/16,Multi-Family,90044.0
16731,2533024014,11/4/16,Single Family,91331.0
16732,6065010006,2/24/16,Single Family,90002.0
16733,2162005093,1/2/16,Single Family,91316.0
16734,2245029027,10/31/16,Single Family,91401.0
16735,5068003026,11/11/16,Multi-Family,90035.0
16736,2157013162,11/4/16,Single Family,91356.0
16737,6016007013,8/29/16,Single Family,90047.0
16738,5520015016,5/3/16,Multi-Family,90004.0
16739,2162011196,11/14/16,Single Family,91316.0
16740,2377003020,1/4/16,Single Family,91604.0
16741,4009003020,12/9/16,Single Family,90043.0
16742,5562013015,1/29/16,Single Family,90046.0
16743,5576014053,11/3/16,Single Family,90068.0
16744,2111001013,1/28/16,Single Family,91303.0
16745,5103022006,12/9/16,Multi-Family,90011.0
16746,4356025001,12/21/16,Single Family,90210.0
16747,5109007021,1/15/16,Multi-Family,90011.0
16748,5179019004,12/16/16,Single Family,90063.0
16749,2129034114,11/23/16,Non-Residential,91335.0
16750,2204035007,12/22/16,Single Family,91406.0
16751,6117002015,1/4/16,Single Family,90044.0
16752,2747013025,1/5/16,Single Family,91311.0
16753,4492029001,6/13/16,Single Family,90049.0
16754,2701071028,5/4/16,Single Family,91326.0
16755,6036013026,10/12/16,Single Family,90047.0
16756,6054015026,2/2/16,Single Family,90044.0
16757,2360015035,1/21/16,Single Family,91423.0
16758,2690009004,4/22/16,Single Family,91325.0
16759,5427013025,1/5/16,Multi-Family,90029.0
16760,2341023005,11/23/16,Single Family,91607.0
16761,2354005043,10/14/16,Single Family,91601.0
16762,2649006013,12/20/16,Single Family,91345.0
16763,4218001031,1/8/16,Single Family,90230.0
16764,2115010027,1/28/16,Single Family,91306.0
16765,5001012009,1/4/16,Single Family,90037.0
16766,2108003025,1/6/16,Single Family,91306.0
16767,4007010028,10/21/16,Single Family,90043.0
16768,5558011006,12/17/16,Multi-Family,90069.0
16769,2707004037,1/4/16,Single Family,91311.0
16770,2116003018,11/11/16,Single Family,91335.0
16771,5401025029,6/1/16,Multi-Family,90026.0
16772,5502027098,1/8/16,Single Family,90020.0
16773,2139010012,12/21/16,Single Family,91303.0
16774,2178021011,1/2/16,Single Family,91356.0
16775,5561011013,10/24/16,Single Family,90069.0
16776,5525026031,1/4/16,Single Family,90036.0
16777,2651013106,10/12/16,Single Family,91402.0
16778,2368004075,1/7/16,Single Family,91604.0
16779,2178029002,1/2/16,Single Family,91356.0
16780,6067004044,1/4/16,Single Family,90059.0
16781,5037023021,1/15/16,Multi-Family,90037.0
16782,7420018021,12/1/16,Multi-Family,90744.0
16783,5003017009,1/4/16,Single Family,90062.0
16784,2683020002,1/2/16,Single Family,91344.0
16785,2687015011,1/2/16,Single Family,91343.0
16786,6002003014,11/16/16,Multi-Family,90047.0
16787,5432011017,1/11/16,Single Family,90039.0
16788,5109002047,11/23/16,Multi-Family,90011.0
16789,5430016001,10/3/16,Single Family,90027.0
16790,4369022017,10/24/16,Single Family,90077.0
16791,5201017021,5/4/16,Single Family,90033.0
16792,2666020006,1/21/16,Single Family,91344.0
16793,2569024031,8/16/16,Single Family,91042.0
16794,5053011027,11/25/16,Single Family,90018.0
16795,5084029036,5/26/16,Multi-Family,90019.0
16796,7423020023,1/22/16,Single Family,90744.0
16797,5585010028,1/14/16,Single Family,90068.0
16798,2513025019,11/10/16,Single Family,91340.0
16799,5062009020,12/20/16,Multi-Family,90016.0
16800,5015022022,11/9/16,Single Family,90062.0
16801,6069013017,10/18/16,Single Family,90059.0
16802,2722007008,2/29/16,Single Family,91311.0
16803,6052028002,5/6/16,Single Family,90003.0
16804,2367005028,11/1/16,Single Family,91604.0
16805,2582017015,1/28/16,Single Family,91342.0
16806,2697003016,1/29/16,Single Family,91344.0
16807,5055021008,1/4/16,Multi-Family,90007.0
16808,2745014050,1/6/16,Single Family,91311.0
16809,4243011024,11/11/16,Single Family,90291.0
16810,2146039068,12/27/16,Single Family,91367.0
16811,2334013039,1/28/16,Single Family,91606.0
16812,2784020005,1/2/16,Single Family,91324.0
16813,2745006050,1/10/16,Single Family,91311.0
16814,7445021059,3/30/16,Single Family,90732.0
16815,4238022005,1/28/16,Multi-Family,90291.0
16816,5049011027,9/13/16,Single Family,90016.0
16817,2127006007,9/26/16,Single Family,91335.0
16818,2407004010,1/7/16,Single Family,91352.0
16819,7559025013,11/11/16,Single Family,90732.0
16820,5064008008,12/21/16,Multi-Family,90019.0
16821,2676022003,11/21/16,Single Family,91343.0
16822,2621026022,1/4/16,Single Family,91331.0
16823,5220016016,11/2/16,Single Family,90032.0
16824,2664026037,12/12/16,Single Family,91345.0
16825,6037011021,11/14/16,Single Family,90047.0
16826,7415013016,3/18/16,Single Family,90744.0
16827,2109021031,1/3/16,Single Family,91304.0
16828,6119021024,1/4/16,Single Family,90247.0
16829,5420018017,12/12/16,Single Family,90026.0
16830,2565019014,10/13/16,Single Family,91042.0
16831,5107025026,12/1/16,Multi-Family,90011.0
16832,5005010017,10/14/16,Non-Residential,90062.0
16833,2316010024,1/8/16,Single Family,91605.0
16834,2181014014,12/14/16,Single Family,91356.0
16835,5583023015,11/18/16,Single Family,90068.0
16836,2026014010,11/18/16,Single Family,91307.0
16837,2146036173,1/2/16,Single Family,91367.0
16838,2245003014,11/2/16,Single Family,91401.0
16839,7439022018,1/8/16,Single Family,90710.0
16840,6040016010,8/25/16,Single Family,90003.0
16841,2572031021,6/9/16,Single Family,91042.0
16842,2277004003,1/2/16,Single Family,91403.0
16843,2608011019,11/9/16,Single Family,91344.0
16844,2337012014,1/28/16,Multi-Family,91601.0
16845,2124022008,1/12/16,Single Family,91335.0
16846,2184022002,1/2/16,Single Family,91316.0
16847,2679017006,12/15/16,Single Family,91344.0
16848,2410011038,12/4/16,Single Family,91352.0
16849,2107017149,1/5/16,Single Family,91306.0
16850,2782033024,10/24/16,Single Family,91324.0
16851,4360001158,11/23/16,Single Family,90024.0
16852,2870021028,1/7/16,Single Family,91326.0
16853,2107002115,12/13/16,Single Family,91306.0
16854,5543003009,12/13/16,Single Family,90027.0
16855,2747013025,5/31/16,Single Family,91311.0
16856,2409014038,11/3/16,Single Family,91352.0
16857,2727022066,1/12/16,Single Family,91311.0
16858,2656005154,12/2/16,Single Family,91343.0
16859,6042014005,1/20/16,Single Family,90002.0
16860,2645016009,1/2/16,Single Family,91331.0
16861,2761015010,1/4/16,Single Family,91311.0
16862,4004008014,12/28/16,Single Family,90043.0
16863,2701030026,10/13/16,Single Family,91326.0
16864,7458014042,12/30/16,Single Family,90731.0
16865,5003011001,8/2/16,Multi-Family,90062.0
16866,2381012009,11/9/16,Single Family,91604.0
16867,5589005008,3/3/16,Single Family,90027.0
16868,7456002032,11/28/16,Single Family,90731.0
16869,2536006024,5/10/16,Single Family,91331.0
16870,5118009001,11/28/16,Multi-Family,90011.0
